gene_id,group,mc_type,var_dim,gene_type,Correlation_5mC,new.P.value_5mC,new.P.adjust_5mC,Correlation_5hmC,new.P.value_5hmC,new.P.adjust_5hmC,Correlation_mC_hmC,new.P.value_mC_hmC,new.P.adjust_mC_hmC,gene_name,Gene_length,Cpg_number
ENSMUSG00000049044.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.07 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Rapgef4,"276,236","3,098"
ENSMUSG00000049076.11,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.09 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.06 ,0.00 ,0.00 ,Acap2,"108,835","1,380"
ENSMUSG00000049092.11,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.01 ,0.02 ,0.04 ,Gpr137c,"63,010",446
ENSMUSG00000049100.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.13 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.10 ,0.00 ,0.00 ,Pcdh10,"57,227",533
ENSMUSG00000049119.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.05 ,0.00 ,0.00 ,Fam110b,"464,135","2,963"
ENSMUSG00000049122.17,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.05 ,0.00 ,0.00 ,Frmd3,"188,774",881
ENSMUSG00000049148.8,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.14 ,0.00 ,0.00 ,0.10 ,0.00 ,0.00 ,-0.09 ,0.00 ,0.00 ,Plcxd3,"200,064","1,123"
ENSMUSG00000049252.17,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.32 ,0.00 ,0.00 ,0.12 ,0.00 ,0.00 ,-0.19 ,0.00 ,0.00 ,Lrp1b,"2,058,380","9,979"
ENSMUSG00000049281.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.05 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.05 ,0.00 ,0.00 ,Scn3b,"22,403",251
ENSMUSG00000049313.8,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.23 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.22 ,0.00 ,0.00 ,Sorl1,"159,579","2,241"
ENSMUSG00000049336.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.45 ,0.00 ,0.00 ,0.12 ,0.00 ,0.00 ,-0.34 ,0.00 ,0.00 ,Tenm2,"1,229,310","10,425"
ENSMUSG00000049420.9,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.15 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,-0.13 ,0.00 ,0.00 ,Tmem200a,"166,723","1,413"
ENSMUSG00000049556.5,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.20 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.19 ,0.00 ,0.00 ,Lingo1,"177,995","2,195"
ENSMUSG00000049583.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.21 ,0.00 ,0.00 ,0.13 ,0.00 ,0.00 ,-0.10 ,0.00 ,0.00 ,Grm5,"550,741","2,472"
ENSMUSG00000049744.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.13 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.11 ,0.00 ,0.00 ,Arhgap15,"647,131","4,705"
ENSMUSG00000049800.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Sertad2,"109,770","1,115"
ENSMUSG00000049807.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.03 ,0.05 ,-0.02 ,0.00 ,0.01 ,Arhgap23,"86,871","1,471"
ENSMUSG00000049928.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.02 ,0.00 ,0.01 ,-0.02 ,0.00 ,0.00 ,Glp2r,"109,653",953
ENSMUSG00000050064.14,[5mCH +]:[5hmCH +]:[(5mCH+5hmCH) +],CH,genebody,all_gene,0.02 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,Zfp697,"371,353","2,317"
ENSMUSG00000050138.7,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.09 ,0.00 ,0.00 ,Kcnk12,"52,159",955
ENSMUSG00000050199.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.10 ,0.00 ,0.00 ,Lgr4,"96,612",996
ENSMUSG00000050211.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.08 ,0.00 ,0.00 ,Pla2g4e,"78,925",836
ENSMUSG00000050272.9,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.43 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,-0.39 ,0.00 ,0.00 ,Dscam,"578,675","3,795"
ENSMUSG00000050321.2,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.21 ,0.00 ,0.00 ,0.13 ,0.00 ,0.00 ,-0.15 ,0.00 ,0.00 ,Neto1,"106,947",619
ENSMUSG00000050587.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.19 ,0.00 ,0.00 ,0.10 ,0.00 ,0.00 ,-0.07 ,0.00 ,0.00 ,Lrrc4c,"1,313,499","6,173"
ENSMUSG00000050600.5,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Zfp831,"67,300",810
ENSMUSG00000050640.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.16 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.16 ,0.00 ,0.00 ,Tmem150c,"81,938","1,093"
ENSMUSG00000050663.7,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.20 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.15 ,0.00 ,0.00 ,Trhde,"403,486","2,587"
ENSMUSG00000050751.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Pgbd5,"70,611","1,131"
ENSMUSG00000050783.5,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.19 ,0.00 ,0.00 ,0.10 ,0.00 ,0.00 ,-0.15 ,0.00 ,0.00 ,Htr1f,"181,127","1,499"
ENSMUSG00000050840.8,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.19 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.15 ,0.00 ,0.00 ,Cdh20,"226,954","1,382"
ENSMUSG00000050965.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.45 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.41 ,0.00 ,0.00 ,Prkca,"410,543","4,731"
ENSMUSG00000050967.5,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.09 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.09 ,0.00 ,0.00 ,Creg2,"33,070",407
ENSMUSG00000051098.6,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Mblac2,"41,936",380
ENSMUSG00000051111.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.14 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.09 ,0.00 ,0.00 ,Sv2c,"177,985","1,871"
ENSMUSG00000051177.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.25 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.17 ,0.00 ,0.00 ,Plcb1,"689,193","4,535"
ENSMUSG00000051236.13,[5mCH +]:[5hmCH +]:[(5mCH+5hmCH) +],CH,genebody,all_gene,0.05 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,Msrb3,"118,007","1,931"
ENSMUSG00000051285.17,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Pcmtd1,"84,710",613
ENSMUSG00000051331.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.24 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.21 ,0.00 ,0.00 ,Cacna1c,"609,180","6,982"
ENSMUSG00000051335.6,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.09 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.08 ,0.00 ,0.00 ,Gfod1,"108,929","1,536"
ENSMUSG00000051339.10,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.01 ,0.01 ,0.02 ,-0.10 ,0.00 ,0.00 ,AC162528.2,"134,915","2,399"
ENSMUSG00000051359.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.25 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.21 ,0.00 ,0.00 ,Ncald,"426,397","3,888"
ENSMUSG00000051375.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.01 ,0.01 ,0.02 ,0.01 ,0.02 ,0.03 ,-0.02 ,0.00 ,0.00 ,Pcdh1,"26,141",626
ENSMUSG00000051379.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.01 ,0.02 ,0.04 ,-0.07 ,0.00 ,0.00 ,Flrt3,"20,557",230
ENSMUSG00000051401.6,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.31 ,0.00 ,0.00 ,0.13 ,0.00 ,0.00 ,-0.21 ,0.00 ,0.00 ,Kctd16,"272,809","1,502"
ENSMUSG00000051527.11,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.08 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.06 ,0.00 ,0.00 ,Usp29,"236,643","2,048"
ENSMUSG00000051910.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.21 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,-0.19 ,0.00 ,0.00 ,Sox6,"567,926","4,015"
ENSMUSG00000051950.10,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,B3glct,"84,371","1,230"
ENSMUSG00000051951.5,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.20 ,0.00 ,0.00 ,0.09 ,0.00 ,0.00 ,-0.11 ,0.00 ,0.00 ,Xkr4,"465,599","2,266"
ENSMUSG00000052105.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.18 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.16 ,0.00 ,0.00 ,Mtcl1,"112,770","2,039"
ENSMUSG00000052155.5,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.09 ,0.00 ,0.00 ,Acvr2a,"89,162",553
ENSMUSG00000052298.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.01 ,0.01 ,0.02 ,-0.03 ,0.00 ,0.00 ,Cdc42se2,"70,221",576
ENSMUSG00000052302.6,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Tbc1d30,"87,460","1,388"
ENSMUSG00000052331.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.05 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Ankrd44,"281,049","2,395"
ENSMUSG00000052353.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.20 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.19 ,0.00 ,0.00 ,Cemip,"153,647","1,106"
ENSMUSG00000052374.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.20 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.19 ,0.00 ,0.00 ,Actn2,"71,336",880
ENSMUSG00000052387.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.32 ,0.00 ,0.00 ,0.13 ,0.00 ,0.00 ,-0.26 ,0.00 ,0.00 ,Trpm3,"850,767","6,379"
ENSMUSG00000052430.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.13 ,0.00 ,0.00 ,0.09 ,0.00 ,0.00 ,-0.09 ,0.00 ,0.00 ,Bmpr1b,"332,291","2,591"
ENSMUSG00000052504.7,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.24 ,0.00 ,0.00 ,0.09 ,0.00 ,0.00 ,-0.21 ,0.00 ,0.00 ,Epha3,"320,643","1,945"
ENSMUSG00000052512.17,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.14 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.11 ,0.00 ,0.00 ,Nav2,"701,376","8,125"
ENSMUSG00000052516.19,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.19 ,0.00 ,0.00 ,0.09 ,0.00 ,0.00 ,-0.12 ,0.00 ,0.00 ,Robo2,"519,988","3,263"
ENSMUSG00000052534.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.19 ,0.00 ,0.00 ,0.10 ,0.00 ,0.00 ,-0.16 ,0.00 ,0.00 ,Pbx1,"312,908","3,385"
ENSMUSG00000052539.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.15 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.12 ,0.00 ,0.00 ,Magi3,"207,117","1,304"
ENSMUSG00000052544.9,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.23 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,-0.21 ,0.00 ,0.00 ,St6galnac3,"526,910","6,275"
ENSMUSG00000052551.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.45 ,0.00 ,0.00 ,0.21 ,0.00 ,0.00 ,-0.37 ,0.00 ,0.00 ,Adarb2,"565,883","4,092"
ENSMUSG00000052560.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.16 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.14 ,0.00 ,0.00 ,Cpne8,"191,952","1,889"
ENSMUSG00000052572.17,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.15 ,0.00 ,0.00 ,0.10 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Dlg2,"1,972,577","10,369"
ENSMUSG00000052581.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.35 ,0.00 ,0.00 ,0.17 ,0.00 ,0.00 ,-0.17 ,0.00 ,0.00 ,Lrrtm4,"791,268","3,842"
ENSMUSG00000052613.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.14 ,0.00 ,0.00 ,0.12 ,0.00 ,0.00 ,-0.07 ,0.00 ,0.00 ,Pcdh15,"1,550,397","8,939"
ENSMUSG00000052632.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.12 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.11 ,0.00 ,0.00 ,Asap2,"279,714","3,003"
ENSMUSG00000052698.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.08 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.07 ,0.00 ,0.00 ,Tln2,"342,618","3,255"
ENSMUSG00000052713.8,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.28 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.27 ,0.00 ,0.00 ,Zfp608,"102,137","1,174"
ENSMUSG00000052726.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.22 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.16 ,0.00 ,0.00 ,Kcnt2,"365,911","1,683"
ENSMUSG00000052727.6,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.07 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.05 ,0.00 ,0.00 ,Map1b,"95,096","1,355"
ENSMUSG00000052812.5,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.03 ,0.05 ,-0.02 ,0.00 ,0.00 ,Atad2b,"130,043","1,062"
ENSMUSG00000052889.11,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.24 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.17 ,0.00 ,0.00 ,Prkcb,"345,653","3,829"
ENSMUSG00000052920.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.42 ,0.00 ,0.00 ,0.10 ,0.00 ,0.00 ,-0.35 ,0.00 ,0.00 ,Prkg1,"1,197,484","8,503"
ENSMUSG00000052928.8,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.09 ,0.00 ,0.00 ,0.01 ,0.01 ,0.01 ,-0.09 ,0.00 ,0.00 ,Ctif,"266,474","3,508"
ENSMUSG00000052942.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.31 ,0.00 ,0.00 ,0.09 ,0.00 ,0.00 ,-0.30 ,0.00 ,0.00 ,Glis3,"421,228","4,653"
ENSMUSG00000053025.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.36 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.31 ,0.00 ,0.00 ,Sv2b,"194,370","1,441"
ENSMUSG00000053141.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.34 ,0.00 ,0.00 ,0.12 ,0.00 ,0.00 ,-0.28 ,0.00 ,0.00 ,Ptprt,"1,139,159","8,111"
ENSMUSG00000053166.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.07 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.05 ,0.00 ,0.00 ,Cdh22,"123,348","2,141"
ENSMUSG00000053199.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.09 ,0.00 ,0.00 ,Arhgap20,"88,521",973
ENSMUSG00000053253.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.01 ,0.01 ,0.01 ,Ndfip2,"50,727",561
ENSMUSG00000053395.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.06 ,0.00 ,0.00 ,Cacng8,"24,967",466
ENSMUSG00000053414.8,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.18 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.16 ,0.00 ,0.00 ,Hunk,"113,542","1,799"
ENSMUSG00000053465.6,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.45 ,0.00 ,0.00 ,0.16 ,0.00 ,0.00 ,-0.30 ,0.00 ,0.00 ,Hs6st3,"731,476","6,507"
ENSMUSG00000053477.17,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.44 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.42 ,0.00 ,0.00 ,Tcf4,"345,725","4,616"
ENSMUSG00000053519.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.25 ,0.00 ,0.00 ,0.10 ,0.00 ,0.00 ,-0.22 ,0.00 ,0.00 ,Kcnip1,"363,815","3,536"
ENSMUSG00000053550.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Shisa7,"19,146",352
ENSMUSG00000053580.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.01 ,Tanc2,"339,320","1,858"
ENSMUSG00000053641.9,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.01 ,0.01 ,0.01 ,-0.02 ,0.00 ,0.00 ,Dennd4a,"108,329",879
ENSMUSG00000053693.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.05 ,0.00 ,0.00 ,0.02 ,0.01 ,0.01 ,-0.04 ,0.00 ,0.00 ,Mast1,"25,458",580
ENSMUSG00000053702.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.34 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.30 ,0.00 ,0.00 ,Nebl,"387,557","2,832"
ENSMUSG00000053714.8,[5mCH +]:[5hmCH +]:[(5mCH+5hmCH) +],CH,genebody,all_gene,0.01 ,0.01 ,0.02 ,0.03 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,RP23-457F4.2,"189,600","1,823"
ENSMUSG00000053768.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Chchd3,"269,286","2,023"
ENSMUSG00000053799.6,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.01 ,0.01 ,0.01 ,-0.02 ,0.00 ,0.00 ,Exoc6,"132,829","1,556"
ENSMUSG00000053819.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.28 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.23 ,0.00 ,0.00 ,Camk2d,"250,026","2,238"
ENSMUSG00000053825.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.18 ,0.00 ,0.00 ,0.11 ,0.00 ,0.00 ,-0.13 ,0.00 ,0.00 ,Ppfia2,"465,615","2,538"
ENSMUSG00000053930.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.50 ,0.00 ,0.00 ,0.16 ,0.00 ,0.00 ,-0.46 ,0.00 ,0.00 ,Shisa6,"314,241","2,150"
ENSMUSG00000053963.7,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.19 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,-0.18 ,0.00 ,0.00 ,AC121838.2,"51,119",663
ENSMUSG00000054162.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.25 ,0.00 ,0.00 ,0.16 ,0.00 ,0.00 ,-0.18 ,0.00 ,0.00 ,Spock3,"406,096","1,815"
ENSMUSG00000054263.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Lifr,"106,877","1,548"
ENSMUSG00000054423.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.14 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,-0.09 ,0.00 ,0.00 ,Cadps,"450,518","3,126"
ENSMUSG00000054459.8,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.18 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,-0.13 ,0.00 ,0.00 ,Vsnl1,"111,373",749
ENSMUSG00000054477.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.08 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Kcnn2,"417,166","3,014"
