"gene_id","gene_name","type","Gene_length","Cpg_number"
"ENSMUSG00000002015.5","Bcap31","promoter",4001,14
"ENSMUSG00000031378.14","Abcd1","promoter",4001,120
"ENSMUSG00000088823.1","Gm25226","promoter",4001,11
"ENSMUSG00000031385.14","Plxnb3","promoter",4001,24
"ENSMUSG00000002007.5","Srpk3","promoter",4001,33
"ENSMUSG00000002010.17","Idh3g","promoter",4001,43
"ENSMUSG00000002014.12","Ssr4","promoter",4001,96
"ENSMUSG00000002006.12","Pdzd4","promoter",4001,50
"ENSMUSG00000085669.1","RP23-373N8.8","promoter",4001,66
"ENSMUSG00000064536.1","Gm23615","promoter",4001,5
"ENSMUSG00000031391.18","L1cam","promoter",4001,26
"ENSMUSG00000031389.17","Arhgap4","promoter",4001,45
"ENSMUSG00000031390.8","Avpr2","promoter",4001,48
"ENSMUSG00000031388.14","Naa10","promoter",4001,47
"ENSMUSG00000031387.14","Renbp","promoter",4001,90
"ENSMUSG00000031386.14","Hcfc1","promoter",4001,19
"ENSMUSG00000080829.1","RP23-252M19.6","promoter",4001,42
"ENSMUSG00000031392.18","Irak1","promoter",4001,2
"ENSMUSG00000092907.1","Mir5132","promoter",4001,78
"ENSMUSG00000076127.1","Mir718","promoter",4001,78
"ENSMUSG00000031393.16","Mecp2","promoter",4001,18
"ENSMUSG00000031394.11","Opn1mw","promoter",4001,4
"ENSMUSG00000081118.1","RP23-171N20.1","promoter",4001,15
"ENSMUSG00000062564.12","Tex28","promoter",4001,9
"ENSMUSG00000084131.1","Rpl3-ps2","promoter",4001,37
"ENSMUSG00000031397.11","Tktl1","promoter",4001,33
"ENSMUSG00000031328.15","Flna","promoter",4001,22
"ENSMUSG00000001964.14","Emd","promoter",4001,78
"ENSMUSG00000081375.1","RP23-436K3.3","promoter",4001,24
"ENSMUSG00000008682.13","Rpl10","promoter",4001,88
"ENSMUSG00000064981.1","Snora70","promoter",4001,85
"ENSMUSG00000019088.13","Dnase1l1","promoter",4001,50
"ENSMUSG00000099226.1","Mir7091","promoter",4001,25
"ENSMUSG00000084271.1","RP23-436K3.19","promoter",4001,8
"ENSMUSG00000009995.17","Taz","promoter",4001,78
"ENSMUSG00000019087.13","Atp6ap1","promoter",4001,52
"ENSMUSG00000015291.10","Gdi1","promoter",4001,49
"ENSMUSG00000001962.8","Fam50a","promoter",4001,61
"ENSMUSG00000106409.1","Mir7092","promoter",4001,24
"ENSMUSG00000031398.13","Plxna3","promoter",4001,62
"ENSMUSG00000015289.4","Lage3","promoter",4001,25
"ENSMUSG00000015290.15","Ubl4a","promoter",4001,17
"ENSMUSG00000032806.13","Slc10a3","promoter",4001,68
"ENSMUSG00000031399.15","Fam3a","promoter",4001,9
"ENSMUSG00000004221.16","Ikbkg","promoter",4001,45
"ENSMUSG00000031400.10","G6pdx","promoter",4001,26
"ENSMUSG00000079536.1","RP23-15J3.2","promoter",4001,47
"ENSMUSG00000082707.1","RP23-15J3.3","promoter",4001,17
"ENSMUSG00000083283.3","RP23-15J3.4","promoter",4001,21
"ENSMUSG00000083768.1","RP23-15J3.5","promoter",4001,16
"ENSMUSG00000082447.1","RP23-15J3.6","promoter",4001,7
"ENSMUSG00000065291.1","Gm26125","promoter",4001,0
"ENSMUSG00000085066.2","RP23-15J3.7","promoter",4001,8
"ENSMUSG00000043715.12","Olfr1326-ps1","promoter",4001,15
"ENSMUSG00000051706.3","Olfr1325","promoter",4001,11
"ENSMUSG00000077462.1","Gm26417","promoter",4001,11
"ENSMUSG00000079534.1","RP23-15J3.10","promoter",4001,71
"ENSMUSG00000081804.1","Xlr5d-ps","promoter",4001,36
"ENSMUSG00000080072.2","Spin2-ps2","promoter",4001,34
"ENSMUSG00000083847.1","Xlr3d-ps","promoter",4001,24
"ENSMUSG00000080777.1","RP23-459K15.13","promoter",4001,19
"ENSMUSG00000065859.2","Gm22351","promoter",4001,15
"ENSMUSG00000084066.1","Xlr4d-ps","promoter",4001,32
"ENSMUSG00000079532.1","RP23-459K15.14","promoter",4001,48
"ENSMUSG00000082288.1","RP23-459K15.5","promoter",4001,4
"ENSMUSG00000082427.2","Olfr1327-ps1","promoter",4001,15
"ENSMUSG00000082910.1","RP23-459K15.6","promoter",4001,44
"ENSMUSG00000081814.1","RP23-459K15.2","promoter",4001,14
"ENSMUSG00000082170.1","RP23-459K15.7","promoter",4001,61
"ENSMUSG00000086081.4","Spin2-ps3","promoter",4001,30
"ENSMUSG00000081612.1","Xlr5e-ps","promoter",4001,32
"ENSMUSG00000079531.1","RP23-459K15.9","promoter",4001,43
"ENSMUSG00000080822.1","RP23-459K15.4","promoter",4001,20
"ENSMUSG00000081832.1","RP23-459K15.10","promoter",4001,35
"ENSMUSG00000080193.2","RP23-459K15.11","promoter",4001,6
"ENSMUSG00000085877.4","Spin2-ps4","promoter",4001,34
"ENSMUSG00000081940.1","Xlr3e-ps","promoter",4001,14
"ENSMUSG00000081357.1","Xlr4e-ps","promoter",4001,32
"ENSMUSG00000083981.4","RP23-184H6.4","promoter",4001,51
"ENSMUSG00000032750.13","Gab3","promoter",4001,23
"ENSMUSG00000065935.1","Gm25629","promoter",4001,4
"ENSMUSG00000082873.1","RP23-184H6.5","promoter",4001,12
"ENSMUSG00000031403.14","Dkc1","promoter",4001,58
"ENSMUSG00000089014.1","Gm25520","promoter",4001,22
"ENSMUSG00000031402.12","Mpp1","promoter",4001,13
"ENSMUSG00000083416.1","RP23-62O13.4","promoter",4001,82
"ENSMUSG00000080254.4","Fam220-ps","promoter",4001,82
"ENSMUSG00000073094.9","Smim9","promoter",4001,31
"ENSMUSG00000082244.1","RP23-62O13.7","promoter",4001,41
"ENSMUSG00000031196.13","F8","promoter",4001,4
"ENSMUSG00000083736.1","RP23-153K9.2","promoter",4001,35
"ENSMUSG00000081633.1","RP23-153K9.1","promoter",4001,24
"ENSMUSG00000031198.4","Fundc2","promoter",4001,29
"ENSMUSG00000090110.8","Cmc4","promoter",4001,7
"ENSMUSG00000031200.16","Mtcp1","promoter",4001,18
"ENSMUSG00000031201.17","Brcc3","promoter",4001,59
"ENSMUSG00000082208.1","RP23-252K7.5","promoter",4001,4
"ENSMUSG00000083093.1","RP23-252K7.7","promoter",4001,4
"ENSMUSG00000048709.6","RP23-252K7.6","promoter",4001,58
"ENSMUSG00000031197.11","Vbp1","promoter",4001,47
"ENSMUSG00000086573.1","RP23-252K7.9","promoter",4001,2
"ENSMUSG00000031202.5","Rab39b","promoter",4001,9
"ENSMUSG00000086937.1","RP23-252K7.2","promoter",4001,25
"ENSMUSG00000077406.1","Gm25421","promoter",4001,49
"ENSMUSG00000082551.1","RP23-235P16.2","promoter",4001,4
"ENSMUSG00000087396.7","RP23-235P16.3","promoter",4001,11
"ENSMUSG00000081996.1","RP23-235P16.4","promoter",4001,58
"ENSMUSG00000016382.15","Pls3","promoter",4001,15
"ENSMUSG00000077650.1","Gm23320","promoter",4001,7
"ENSMUSG00000083544.1","Oat-rs1","promoter",4001,24
"ENSMUSG00000085598.1","RP23-224M8.2","promoter",4001,22
"ENSMUSG00000081106.1","RP23-224M8.4","promoter",4001,11
"ENSMUSG00000082755.1","RP23-224M8.5","promoter",4001,27
"ENSMUSG00000084831.1","RP23-213J9.1","promoter",4001,3
"ENSMUSG00000082827.3","RP23-226J17.1","promoter",4001,18
"ENSMUSG00000083566.1","RP23-226J17.2","promoter",4001,11
"ENSMUSG00000086104.1","RP23-226J17.3","promoter",4001,7
"ENSMUSG00000086207.1","RP23-226J17.4","promoter",4001,8
"ENSMUSG00000071738.4","Cldn34b3","promoter",4001,5
"ENSMUSG00000081061.1","RP23-306J24.1","promoter",4001,11
"ENSMUSG00000083333.3","Magea7-ps","promoter",4001,8
"ENSMUSG00000082444.1","RP23-306J24.3","promoter",4001,11
"ENSMUSG00000073085.2","Cldn34b4","promoter",4001,5
"ENSMUSG00000081175.3","RP23-47N17.1","promoter",4001,10
"ENSMUSG00000079525.1","Cldn34d","promoter",4001,18
"ENSMUSG00000082824.1","RP23-47N17.3","promoter",4001,7
"ENSMUSG00000083810.1","RP23-126C18.1","promoter",4001,5
"ENSMUSG00000088773.1","Gm26041","promoter",4001,8
"ENSMUSG00000088530.1","Gm23280","promoter",4001,5
"ENSMUSG00000083482.1","RP23-289P8.1","promoter",4001,10
"ENSMUSG00000081697.1","RP23-289P8.2","promoter",4001,2
"ENSMUSG00000084202.1","RP23-361B8.1","promoter",4001,16
"ENSMUSG00000082517.1","RP23-361B8.2","promoter",4001,21
"ENSMUSG00000081622.1","RP23-238B14.1","promoter",4001,23
"ENSMUSG00000025246.13","Tbl1x","promoter",4001,175
"ENSMUSG00000088278.1","Gm23121","promoter",4001,13
"ENSMUSG00000087152.3","Cldn34-ps","promoter",4001,14
"ENSMUSG00000081358.1","RP23-91C19.2","promoter",4001,22
"ENSMUSG00000082842.1","RP23-91C19.3","promoter",4001,12
"ENSMUSG00000081164.1","RP23-91C19.4","promoter",4001,15
"ENSMUSG00000035725.13","Prkx","promoter",4001,16
"ENSMUSG00000085973.1","RP23-91C19.8","promoter",4001,8
"ENSMUSG00000000003.15","Pbsn","promoter",4001,5
"ENSMUSG00000079522.2","RP23-91C19.7","promoter",4001,12
"ENSMUSG00000044121.3","RP23-188N17.2","promoter",4001,11
"ENSMUSG00000082635.2","RP23-188N17.4","promoter",4001,9
"ENSMUSG00000081781.1","RP23-188N17.3","promoter",4001,11
"ENSMUSG00000080890.1","RP23-71F1.1","promoter",4001,8
"ENSMUSG00000067684.1","Obp1a","promoter",4001,3
"ENSMUSG00000079521.2","RP23-71F1.3","promoter",4001,12
"ENSMUSG00000067679.3","Obp1b","promoter",4001,11
"ENSMUSG00000079519.2","RP23-296G23.1","promoter",4001,9
"ENSMUSG00000083448.1","RP23-217B8.1","promoter",4001,15
"ENSMUSG00000035651.7","RP23-217B8.2","promoter",4001,8
"ENSMUSG00000083927.1","RP23-217B8.3","promoter",4001,3
"ENSMUSG00000084019.1","RP23-217B8.4","promoter",4001,24
"ENSMUSG00000081881.1","RP23-217B8.5","promoter",4001,13
"ENSMUSG00000082865.1","RP23-217B8.6","promoter",4001,9
"ENSMUSG00000047996.16","Prrg1","promoter",4001,13
"ENSMUSG00000088335.1","Gm22843","promoter",4001,12
"ENSMUSG00000084125.1","RP23-446K8.2","promoter",4001,18
"ENSMUSG00000082664.1","RP23-282O5.1","promoter",4001,15
"ENSMUSG00000085610.1","RP23-282O5.2","promoter",4001,16
"ENSMUSG00000078315.5","Fam47c","promoter",4001,24
"ENSMUSG00000082912.1","RP23-282O5.4","promoter",4001,43
"ENSMUSG00000083258.3","RP23-38D3.1","promoter",4001,67
"ENSMUSG00000088446.1","Gm23556","promoter",4001,3
"ENSMUSG00000083067.1","RP23-38D3.2","promoter",4001,5
"ENSMUSG00000081049.1","Rps24-ps3","promoter",4001,0
"ENSMUSG00000073077.6","CHDC2","promoter",4001,11
"ENSMUSG00000046942.17","Mageb16","promoter",4001,16
"ENSMUSG00000082372.1","RP23-473C10.1","promoter",4001,30
"ENSMUSG00000080847.1","RP23-125A12.1","promoter",4001,28
"ENSMUSG00000081221.4","RP23-125A12.2","promoter",4001,33
"ENSMUSG00000082346.1","RP23-382F2.1","promoter",4001,6
"ENSMUSG00000083444.1","RP23-273C23.2","promoter",4001,9
"ENSMUSG00000081205.4","RP23-273C23.1","promoter",4001,17
"ENSMUSG00000083367.1","RP23-254K17.1","promoter",4001,47
"ENSMUSG00000084300.1","RP23-467C11.1","promoter",4001,11
"ENSMUSG00000083944.1","RP23-255K14.1","promoter",4001,14
"ENSMUSG00000096919.1","Gm26775","promoter",4001,98
"ENSMUSG00000025666.16","Tmem47","promoter",4001,98
"ENSMUSG00000083637.1","RP23-217L21.1","promoter",4001,4
"ENSMUSG00000060673.2","RP23-217L21.2","promoter",4001,9
"ENSMUSG00000082319.3","RP23-460M19.1","promoter",4001,29
"ENSMUSG00000089040.1","Gm26174","promoter",4001,13
"ENSMUSG00000064781.2","Gm22686","promoter",4001,1
"ENSMUSG00000083113.1","Rpl10-ps4","promoter",4001,2
"ENSMUSG00000064740.1","Gm24706","promoter",4001,2
"ENSMUSG00000083877.1","RP23-150D10.1","promoter",4001,5
"ENSMUSG00000082913.1","RP23-315C15.1","promoter",4001,11
"ENSMUSG00000077674.1","Gm24470","promoter",4001,8
"ENSMUSG00000083587.1","RP23-254J17.1","promoter",4001,8
"ENSMUSG00000088097.1","Gm23671","promoter",4001,2
"ENSMUSG00000045103.17","Dmd","promoter",4001,14
"ENSMUSG00000077620.1","n-R5s9","promoter",4001,5
"ENSMUSG00000035522.3","Tsga8","promoter",4001,44
"ENSMUSG00000065661.1","Gm22580","promoter",4001,5
"ENSMUSG00000081583.1","RP23-390P18.1","promoter",4001,22
"ENSMUSG00000084281.1","RP23-167N2.1","promoter",4001,19
"ENSMUSG00000081379.1","RP23-155L18.1","promoter",4001,11
"ENSMUSG00000082139.1","RP23-155L18.2","promoter",4001,11
"ENSMUSG00000035491.5","Fthl17a","promoter",4001,1
"ENSMUSG00000083839.1","RP23-302O5.1","promoter",4001,12
"ENSMUSG00000035476.9","Tab3","promoter",4001,127
"ENSMUSG00000106312.1","Gm44378","promoter",4001,12
"ENSMUSG00000025059.16","Gk","promoter",4001,14
"ENSMUSG00000081933.1","RP23-467O2.1","promoter",4001,35
"ENSMUSG00000087232.1","RP23-467O2.2","promoter",4001,23
"ENSMUSG00000084340.1","RP23-467O2.3","promoter",4001,4
"ENSMUSG00000081212.1","RP23-467O2.4","promoter",4001,29
"ENSMUSG00000081452.1","RP23-467O2.5","promoter",4001,9
"ENSMUSG00000078314.2","RP23-467O2.6","promoter",4001,12
"ENSMUSG00000025058.4","RP23-311G7.1","promoter",4001,23
"ENSMUSG00000080266.2","RP23-130M24.1","promoter",4001,14
"ENSMUSG00000035454.1","Samt3","promoter",4001,16
"ENSMUSG00000025056.4","Nr0b1","promoter",4001,92
"ENSMUSG00000035427.18","Mageb4","promoter",4001,18
"ENSMUSG00000083830.1","RP23-346H6.3","promoter",4001,22
"ENSMUSG00000082033.3","Mageb10-ps","promoter",4001,27
"ENSMUSG00000082461.1","RP23-58C21.2","promoter",4001,39
"ENSMUSG00000083977.3","Mageb8-ps","promoter",4001,31
"ENSMUSG00000080069.2","RP23-131H22.2","promoter",4001,17
"ENSMUSG00000085577.1","Mageb6-ps","promoter",4001,17
"ENSMUSG00000082450.1","Mageb7-ps","promoter",4001,21
"ENSMUSG00000065758.1","n-R5s10","promoter",4001,3
"ENSMUSG00000052372.10","Il1rapl1","promoter",4001,13
"ENSMUSG00000083779.1","RP23-301L16.2","promoter",4001,2
"ENSMUSG00000084029.1","RP23-21L20.2","promoter",4001,6
"ENSMUSG00000083421.1","RP23-21L20.1","promoter",4001,6
"ENSMUSG00000093056.2","Gm24812","promoter",4001,13
"ENSMUSG00000081424.1","RP23-81N12.1","promoter",4001,8
"ENSMUSG00000065747.1","Gm25006","promoter",4001,8
"ENSMUSG00000081877.1","RP23-55A17.1","promoter",4001,7
"ENSMUSG00000082595.1","RP23-55A17.2","promoter",4001,4
"ENSMUSG00000081892.2","RP23-41A24.1","promoter",4001,26
"ENSMUSG00000083058.1","RP23-41A24.2","promoter",4001,5
"ENSMUSG00000084355.1","RP23-286G19.1","promoter",4001,3
"ENSMUSG00000086142.3","Smek3-ps","promoter",4001,14
"ENSMUSG00000081673.1","RP23-286G19.3","promoter",4001,5
"ENSMUSG00000083640.1","RP23-286G19.4","promoter",4001,10
"ENSMUSG00000097961.1","RP23-286G19.5","promoter",4001,26
"ENSMUSG00000084559.1","Mir1906-2","promoter",4001,26
"ENSMUSG00000098725.1","Gm27335","promoter",4001,26
"ENSMUSG00000082847.1","RP23-158A5.1","promoter",4001,7
"ENSMUSG00000081167.1","RP23-216P24.1","promoter",4001,9
"ENSMUSG00000084060.3","RP23-216P24.2","promoter",4001,13
"ENSMUSG00000082311.1","RP23-216P24.3","promoter",4001,8
"ENSMUSG00000081458.2","RP23-216P24.4","promoter",4001,1
"ENSMUSG00000081033.1","RP23-299F14.1","promoter",4001,10
"ENSMUSG00000083923.1","RP23-299F14.2","promoter",4001,15
"ENSMUSG00000083597.1","RP23-48I14.1","promoter",4001,5
"ENSMUSG00000035395.11","Pet2","promoter",4001,20
"ENSMUSG00000081628.1","RP23-48I14.3","promoter",4001,8
"ENSMUSG00000082422.1","RP23-48I14.4","promoter",4001,19
"ENSMUSG00000079513.1","RP23-256C8.1","promoter",4001,17
"ENSMUSG00000083253.1","RP23-256C8.2","promoter",4001,26
"ENSMUSG00000095818.2","Gm24954","promoter",4001,3
"ENSMUSG00000100506.1","Nanog-ps1","promoter",4001,12
"ENSMUSG00000035387.5","RP23-45G5.1","promoter",4001,18
"ENSMUSG00000083508.1","RP23-45G5.2","promoter",4001,28
"ENSMUSG00000082479.3","RP23-284N18.1","promoter",4001,20
"ENSMUSG00000084289.1","RP23-203J4.1","promoter",4001,13
"ENSMUSG00000091497.1","Gm44","promoter",4001,24
"ENSMUSG00000059972.7","RP23-132M12.1","promoter",4001,9
"ENSMUSG00000080427.1","Gm24835","promoter",4001,1
"ENSMUSG00000082832.1","RP23-472I18.1","promoter",4001,5
"ENSMUSG00000080765.1","RP23-472I18.2","promoter",4001,10
"ENSMUSG00000081235.1","RP23-472I18.3","promoter",4001,12
"ENSMUSG00000073069.2","Mageb2","promoter",4001,21
"ENSMUSG00000083926.1","RP23-257N12.2","promoter",4001,25
"ENSMUSG00000094861.1","RP23-257N12.3","promoter",4001,35
"ENSMUSG00000096072.1","RP23-57I15.1","promoter",4001,39
"ENSMUSG00000080863.1","RP23-57I15.3","promoter",4001,11
"ENSMUSG00000084057.1","RP23-57I15.4","promoter",4001,8
"ENSMUSG00000083955.1","RP23-57I15.5","promoter",4001,10
"ENSMUSG00000057805.4","RP23-57I15.6","promoter",4001,14
"ENSMUSG00000081960.3","Mageb17-ps","promoter",4001,37
"ENSMUSG00000064129.4","RP23-279G21.1","promoter",4001,6
"ENSMUSG00000061392.2","Mageb5","promoter",4001,14
"ENSMUSG00000082807.1","RP23-229I19.1","promoter",4001,2
"ENSMUSG00000084155.1","RP23-229I19.2","promoter",4001,17
"ENSMUSG00000083994.1","RP23-229I19.3","promoter",4001,14
"ENSMUSG00000078123.3","RP23-229I19.4","promoter",4001,21
"ENSMUSG00000084269.1","RP23-229I19.5","promoter",4001,21
"ENSMUSG00000062162.2","Mageb1","promoter",4001,17
"ENSMUSG00000081743.3","RP23-289C5.1","promoter",4001,16
"ENSMUSG00000083701.3","RP23-289C5.2","promoter",4001,15
"ENSMUSG00000067649.3","Mageb18","promoter",4001,16
"ENSMUSG00000080155.2","RP23-335N15.1","promoter",4001,7
"ENSMUSG00000071726.2","RP23-335N15.3","promoter",4001,18
"ENSMUSG00000080737.1","RP23-283M22.1","promoter",4001,21
"ENSMUSG00000088663.1","Gm25332","promoter",4001,7
"ENSMUSG00000093329.1","Gm24973","promoter",4001,0
"ENSMUSG00000095110.1","RP23-438H3.1","promoter",4001,17
"ENSMUSG00000077294.1","Gm24123","promoter",4001,0
"ENSMUSG00000096153.1","RP23-438H3.2","promoter",4001,15
"ENSMUSG00000065266.1","Gm23454","promoter",4001,17
"ENSMUSG00000035277.15","Arx","promoter",4001,103
"ENSMUSG00000006678.6","Pola1","promoter",4001,33
"ENSMUSG00000083207.1","RP23-104I6.1","promoter",4001,20
"ENSMUSG00000088445.1","Gm23557","promoter",4001,4
"ENSMUSG00000087255.2","RP23-294H14.1","promoter",4001,13
"ENSMUSG00000035246.16","Pcyt1b","promoter",4001,11
"ENSMUSG00000035232.8","Pdk3","promoter",4001,27
"ENSMUSG00000082728.1","Supt20-ps","promoter",4001,58
"ENSMUSG00000081573.1","RP23-158M12.5","promoter",4001,9
"ENSMUSG00000081044.8","RP23-158M12.2","promoter",4001,59
"ENSMUSG00000083114.1","RP23-158M12.3","promoter",4001,90
"ENSMUSG00000080995.1","RP23-158M12.6","promoter",4001,56
"ENSMUSG00000081055.1","RP23-158M12.4","promoter",4001,37
"ENSMUSG00000087640.1","RP23-269L6.1","promoter",4001,18
"ENSMUSG00000079509.10","Zfx","promoter",4001,18
"ENSMUSG00000035150.15","Eif2s3x","promoter",4001,7
"ENSMUSG00000043929.16","Klhl15","promoter",4001,136
"ENSMUSG00000099072.1","Mir7673","promoter",4001,28
"ENSMUSG00000080923.1","RP23-63A9.2","promoter",4001,26
"ENSMUSG00000082759.1","RP23-63A9.3","promoter",4001,55
"ENSMUSG00000084214.1","RP23-63A9.4","promoter",4001,27
"ENSMUSG00000043549.13","Fam90a1b","promoter",4001,37
"ENSMUSG00000079508.8","Apoo","promoter",4001,119
"ENSMUSG00000105544.1","Gm44477","promoter",4001,22
"ENSMUSG00000084007.3","RP23-272D10.3","promoter",4001,23
"ENSMUSG00000084904.1","RP23-272D10.4","promoter",4001,11
"ENSMUSG00000084450.1","Gm24595","promoter",4001,24
"ENSMUSG00000025151.16","Maged1","promoter",4001,23
"ENSMUSG00000081796.1","RP23-162P18.1","promoter",4001,18
"ENSMUSG00000080887.1","RP23-162P18.2","promoter",4001,18
"ENSMUSG00000082406.1","RP23-162P18.3","promoter",4001,43
"ENSMUSG00000080974.2","RP23-162P18.4","promoter",4001,24
"ENSMUSG00000071723.7","Gspt2","promoter",4001,93
"ENSMUSG00000083438.1","RP23-162P18.6","promoter",4001,37
"ENSMUSG00000073062.3","Zxdb","promoter",4001,188
"ENSMUSG00000109459.1","RP23-9K14.6","promoter",4001,7
"ENSMUSG00000082776.3","RP23-9K14.3","promoter",4001,83
"ENSMUSG00000081418.1","RP23-9K14.2","promoter",4001,82
"ENSMUSG00000082964.3","Rpl13-ps5","promoter",4001,20
"ENSMUSG00000097340.1","Gm26617","promoter",4001,9
"ENSMUSG00000073060.4","Zxda","promoter",4001,123
"ENSMUSG00000087522.3","RP23-230K20.1","promoter",4001,57
"ENSMUSG00000071722.4","Spin4","promoter",4001,2
"ENSMUSG00000025656.17","Arhgef9","promoter",4001,18
"ENSMUSG00000083789.1","RP23-28N5.1","promoter",4001,12
"ENSMUSG00000080298.2","RP23-180O4.1","promoter",4001,20
"ENSMUSG00000082371.1","RP23-180O4.2","promoter",4001,14
"ENSMUSG00000080283.2","RP23-180O4.3","promoter",4001,16
"ENSMUSG00000050332.7","Amer1","promoter",4001,15
"ENSMUSG00000031204.3","Asb12","promoter",4001,31
"ENSMUSG00000109858.1","RP23-100L23.3","promoter",4001,6
"ENSMUSG00000083556.1","RP23-132H1.1","promoter",4001,18
"ENSMUSG00000035062.13","Zc4h2","promoter",4001,11
"ENSMUSG00000035045.17","Zc3h12b","promoter",4001,63
"ENSMUSG00000071721.5","RP23-132H1.4","promoter",4001,17
"ENSMUSG00000057421.12","Las1l","promoter",4001,23
"ENSMUSG00000031207.16","Msn","promoter",4001,69
"ENSMUSG00000088146.1","Gm24718","promoter",4001,20
"ENSMUSG00000081848.1","RP23-98K7.2","promoter",4001,11
"ENSMUSG00000081742.2","RP23-23B17.1","promoter",4001,20
"ENSMUSG00000078122.4","RP23-23B17.2","promoter",4001,9
"ENSMUSG00000076066.1","Mir223","promoter",4001,12
"ENSMUSG00000044206.3","Vsig4","promoter",4001,12
"ENSMUSG00000045802.13","Hsf3","promoter",4001,1
"ENSMUSG00000082317.2","RP23-348N10.2","promoter",4001,5
"ENSMUSG00000031209.14","Heph","promoter",4001,24
"ENSMUSG00000082035.1","Rpl17-ps8","promoter",4001,31
"ENSMUSG00000081182.2","RP23-357O2.3","promoter",4001,14
"ENSMUSG00000031210.10","Gpr165","promoter",4001,46
"ENSMUSG00000082735.1","RP23-443O18.1","promoter",4001,4
"ENSMUSG00000082397.1","RP23-443O18.2","promoter",4001,4
"ENSMUSG00000081606.1","RP23-443O18.3","promoter",4001,15
"ENSMUSG00000083350.1","RP24-558L5.1","promoter",4001,9
"ENSMUSG00000031212.3","Pgr15l","promoter",4001,51
"ENSMUSG00000081135.1","RP23-237I22.1","promoter",4001,8
"ENSMUSG00000034457.10","Eda2r","promoter",4001,14
"ENSMUSG00000081923.1","RP23-147I24.1","promoter",4001,14
"ENSMUSG00000083972.1","RP23-418O17.2","promoter",4001,11
"ENSMUSG00000046532.8","Ar","promoter",4001,82
"ENSMUSG00000082933.1","RP23-405B8.1","promoter",4001,5
"ENSMUSG00000081397.1","RP23-48E15.1","promoter",4001,18
"ENSMUSG00000083603.1","RP23-48E15.2","promoter",4001,11
"ENSMUSG00000031214.13","Ophn1","promoter",4001,24
"ENSMUSG00000099037.1","Gm27554","promoter",4001,8
"ENSMUSG00000088616.1","Gm26000","promoter",4001,7
"ENSMUSG00000047694.12","Yipf6","promoter",4001,68
"ENSMUSG00000082549.1","RP23-375G11.2","promoter",4001,9
"ENSMUSG00000031216.13","Stard8","promoter",4001,38
"ENSMUSG00000083310.2","RP23-73M10.2","promoter",4001,23
"ENSMUSG00000031217.8","Efnb1","promoter",4001,173
"ENSMUSG00000073051.4","RP23-414J22.1","promoter",4001,29
"ENSMUSG00000085053.1","RP23-414J22.2","promoter",4001,34
"ENSMUSG00000085553.1","RP23-414J22.3","promoter",4001,46
"ENSMUSG00000034403.16","Pja1","promoter",4001,71
"ENSMUSG00000082505.1","RP23-437A4.1","promoter",4001,16
"ENSMUSG00000083682.1","Pcna-ps1","promoter",4001,10
"ENSMUSG00000071719.2","Tmem28","promoter",4001,184
"ENSMUSG00000059327.9","Eda","promoter",4001,121
"ENSMUSG00000082907.1","RP23-158K12.1","promoter",4001,10
"ENSMUSG00000083936.1","RP23-314B7.2","promoter",4001,14
"ENSMUSG00000080813.1","RP23-314B7.1","promoter",4001,44
"ENSMUSG00000076398.1","Mir676","promoter",4001,11
"ENSMUSG00000031220.14","Awat2","promoter",4001,18
"ENSMUSG00000051582.2","Otud6a","promoter",4001,96
"ENSMUSG00000031221.7","Igbp1","promoter",4001,70
"ENSMUSG00000067597.5","Dgat2l6","promoter",4001,24
"ENSMUSG00000015665.8","Awat1","promoter",4001,18
"ENSMUSG00000081886.1","RP23-281K21.7","promoter",4001,22
"ENSMUSG00000044359.1","P2ry4","promoter",4001,14
"ENSMUSG00000060890.11","Arr3","promoter",4001,20
"ENSMUSG00000015668.13","Pdzd11","promoter",4001,32
"ENSMUSG00000034311.3","Kif4","promoter",4001,87
"ENSMUSG00000019359.14","Gdpd2","promoter",4001,42
"ENSMUSG00000085314.1","RP23-142M12.5","promoter",4001,35
"ENSMUSG00000086736.1","RP23-142M12.6","promoter",4001,54
"ENSMUSG00000089030.1","Gm22160","promoter",4001,8
"ENSMUSG00000000881.12","Dlg3","promoter",4001,83
"ENSMUSG00000009670.11","Tex11","promoter",4001,18
"ENSMUSG00000089205.1","Gm24577","promoter",4001,1
"ENSMUSG00000088839.2","Gm27510","promoter",4001,1
"ENSMUSG00000081806.1","RP23-459H14.3","promoter",4001,72
"ENSMUSG00000081943.1","RP23-459H14.1","promoter",4001,23
"ENSMUSG00000031297.14","Slc7a3","promoter",4001,17
"ENSMUSG00000046032.16","Snx12","promoter",4001,7
"ENSMUSG00000088114.1","Gm24061","promoter",4001,17
"ENSMUSG00000083781.1","RP23-356J7.3","promoter",4001,10
"ENSMUSG00000077303.1","Gm22472","promoter",4001,18
"ENSMUSG00000042903.8","Foxo4","promoter",4001,116
"ENSMUSG00000090141.1","RP23-440J15.1","promoter",4001,34
"ENSMUSG00000092463.1","RP23-440J15.6","promoter",4001,34
"ENSMUSG00000031304.18","Il2rg","promoter",4001,30
"ENSMUSG00000079487.11","Med12","promoter",4001,57
"ENSMUSG00000096056.1","RP23-440J15.7","promoter",4001,27
"ENSMUSG00000031302.16","Nlgn3","promoter",4001,63
"ENSMUSG00000047797.14","Gjb1","promoter",4001,12
