genebody,chrom,end,start
ENSMUSG00000113878.1,chr12,71205444,71203594
ENSMUSG00000113572.1,chr12,71270357,71268744
ENSMUSG00000044548.11,chr12,71320107,71309884
ENSMUSG00000087109.1,chr12,71321660,71317621
ENSMUSG00000113278.1,chr12,71342803,71337628
ENSMUSG00000113441.1,chr12,71498711,71355441
ENSMUSG00000100668.1,chr12,71384208,71383154
ENSMUSG00000113630.1,chr12,71556133,71488285
ENSMUSG00000114028.1,chr12,71718696,71577748
ENSMUSG00000084463.1,chr12,71724954,71724652
ENSMUSG00000114063.1,chr12,71754385,71754050
ENSMUSG00000113422.1,chr12,71768000,71766786
ENSMUSG00000034574.10,chr12,71992333,71831078
ENSMUSG00000098224.1,chr12,71847291,71846311
ENSMUSG00000114155.1,chr12,72049259,72048709
ENSMUSG00000043398.5,chr12,72071125,72067976
ENSMUSG00000019718.8,chr12,72085439,72073428
ENSMUSG00000005078.16,chr12,72101461,72085589
ENSMUSG00000021086.5,chr12,72185029,72101300
ENSMUSG00000113976.1,chr12,72121795,72120909
ENSMUSG00000095382.1,chr12,72130318,72130210
ENSMUSG00000021087.18,chr12,72409054,72211752
ENSMUSG00000021090.16,chr12,72530750,72441866
ENSMUSG00000106138.1,chr12,72475967,72475853
ENSMUSG00000034501.7,chr12,72580119,72536383
ENSMUSG00000109482.2,chr12,72649661,72576002
ENSMUSG00000113143.1,chr12,72621141,72620775
ENSMUSG00000021094.10,chr12,72664909,72650353
ENSMUSG00000112989.1,chr12,72741582,72740555
ENSMUSG00000021096.11,chr12,72799819,72757455
ENSMUSG00000113779.1,chr12,72821823,72817712
ENSMUSG00000021098.14,chr12,72940774,72881109
ENSMUSG00000021099.6,chr12,72944899,72939892
ENSMUSG00000097010.2,chr12,72965931,72945807
ENSMUSG00000102197.1,chr12,72951710,72950895
ENSMUSG00000051367.8,chr12,73053887,73040015
ENSMUSG00000034460.9,chr12,73113456,73099609
ENSMUSG00000021103.12,chr12,73273988,73123717
ENSMUSG00000077785.1,chr12,73145905,73145774
ENSMUSG00000034442.11,chr12,73286710,73280011
ENSMUSG00000044712.15,chr12,73354049,73286779
ENSMUSG00000113425.1,chr12,73361997,73355081
ENSMUSG00000056359.6,chr12,73409557,73364075
ENSMUSG00000113582.1,chr12,73449215,73448318
ENSMUSG00000114178.1,chr12,73456907,73452142
ENSMUSG00000113099.1,chr12,73508670,73489915
ENSMUSG00000034435.6,chr12,73546392,73543402
ENSMUSG00000113800.1,chr12,73551986,73548478
ENSMUSG00000021108.18,chr12,73778185,73584796
ENSMUSG00000113321.1,chr12,73808411,73793483
ENSMUSG00000113699.1,chr12,73824554,73822587
ENSMUSG00000087700.2,chr12,73949814,73843039
ENSMUSG00000021109.13,chr12,73947530,73901375
ENSMUSG00000114046.1,chr12,73968375,73937653
ENSMUSG00000066457.6,chr12,73961447,73961142
ENSMUSG00000021113.5,chr12,73988966,73964481
ENSMUSG00000044912.10,chr12,74273267,73997661
ENSMUSG00000100192.1,chr12,74235140,74222498
ENSMUSG00000071265.10,chr12,74295945,74284242
ENSMUSG00000029878.6,chr12,74302008,74296668
ENSMUSG00000113031.1,chr12,74317162,74314201
ENSMUSG00000079061.3,chr12,74316394,74315110
ENSMUSG00000113022.1,chr12,74348822,74346341
ENSMUSG00000113962.1,chr12,74594100,74593652
ENSMUSG00000113562.1,chr12,74705728,74705246
ENSMUSG00000113845.1,chr12,74827722,74825345
ENSMUSG00000113974.1,chr12,74849666,74842738
ENSMUSG00000034402.3,chr12,75177332,74897220
ENSMUSG00000046768.13,chr12,75401456,75308322
ENSMUSG00000048982.3,chr12,75416781,75411722
ENSMUSG00000021051.10,chr12,75596245,75450881
ENSMUSG00000112254.1,chr12,75508745,75505800
ENSMUSG00000112459.1,chr12,75581699,75579865
ENSMUSG00000045690.8,chr12,75669537,75630596
ENSMUSG00000021054.6,chr12,75735729,75714249
ENSMUSG00000063450.14,chr12,76110926,75818134
ENSMUSG00000092922.1,chr12,75909185,75909103
ENSMUSG00000021055.14,chr12,76177259,76120419
ENSMUSG00000046580.10,chr12,76152627,76152336
ENSMUSG00000021056.8,chr12,76246746,76198686
ENSMUSG00000112274.1,chr12,76255334,76254562
ENSMUSG00000021048.7,chr12,76319803,76255298
ENSMUSG00000112138.1,chr12,76277716,76277386
ENSMUSG00000112784.1,chr12,76306983,76287894
ENSMUSG00000021057.15,chr12,76334153,76324891
ENSMUSG00000112096.1,chr12,76345381,76344525
ENSMUSG00000056459.14,chr12,76369602,76347782
ENSMUSG00000033454.6,chr12,76396950,76370266
ENSMUSG00000097323.2,chr12,76403982,76402751
ENSMUSG00000059970.7,chr12,76406938,76404176
ENSMUSG00000052221.8,chr12,76439492,76417538
ENSMUSG00000077791.1,chr12,76420490,76420417
ENSMUSG00000073000.3,chr12,76451336,76444497
ENSMUSG00000112167.1,chr12,76492511,76492355
ENSMUSG00000052609.9,chr12,76580488,76530891
ENSMUSG00000092738.1,chr12,76533212,76533134
ENSMUSG00000112388.1,chr12,76547943,76546972
ENSMUSG00000021061.15,chr12,76710547,76580488
ENSMUSG00000088356.1,chr12,76692261,76691980
ENSMUSG00000090258.7,chr12,76783180,76765538
ENSMUSG00000033373.16,chr12,76921412,76765589
ENSMUSG00000042808.8,chr12,76795554,76792333
ENSMUSG00000021062.15,chr12,76822908,76797960
ENSMUSG00000059436.13,chr12,76962201,76937269
ENSMUSG00000112008.1,chr12,76941793,76940475
ENSMUSG00000112857.1,chr12,77022037,76972460
ENSMUSG00000112030.1,chr12,77042201,77039597
ENSMUSG00000093114.1,chr12,77116432,77116365
ENSMUSG00000112150.1,chr12,77238663,77236065
ENSMUSG00000021065.16,chr12,77476338,77238125
ENSMUSG00000088002.1,chr12,77393202,77393104
ENSMUSG00000064833.1,chr12,77418576,77418417
ENSMUSG00000111939.1,chr12,77526398,77525282
ENSMUSG00000112392.1,chr12,77569709,77553347
ENSMUSG00000111896.1,chr12,77577383,77577094
ENSMUSG00000112003.1,chr12,77625009,77623549
ENSMUSG00000111903.1,chr12,77689491,77683061
ENSMUSG00000077707.1,chr12,77814809,77814680
ENSMUSG00000112551.1,chr12,77819823,77819582
ENSMUSG00000088039.1,chr12,78165666,78165546
ENSMUSG00000099418.3,chr12,78209029,78194242
ENSMUSG00000112302.1,chr12,78226525,78222286
ENSMUSG00000047454.12,chr12,78684772,78226379
ENSMUSG00000111932.1,chr12,78256435,78255890
ENSMUSG00000112637.1,chr12,78266375,78261293
ENSMUSG00000112506.1,chr12,78380621,78380258
ENSMUSG00000112090.1,chr12,78400540,78398135
ENSMUSG00000112391.1,chr12,78446746,78441595
ENSMUSG00000056987.8,chr12,78734516,78691535
ENSMUSG00000021112.9,chr12,78840714,78748907
ENSMUSG00000088822.1,chr12,78752788,78752687
ENSMUSG00000021114.9,chr12,78861638,78840725
ENSMUSG00000021116.10,chr12,78887010,78861819
ENSMUSG00000021118.7,chr12,78906964,78888691
ENSMUSG00000046157.13,chr12,79007627,78961795
ENSMUSG00000060716.7,chr12,79081655,79029163
ENSMUSG00000021120.11,chr12,79089651,79080664
ENSMUSG00000112489.1,chr12,79103939,79088705
ENSMUSG00000098601.1,chr12,79108062,79107958
ENSMUSG00000112708.1,chr12,79114024,79113720
ENSMUSG00000021125.6,chr12,79156301,79130777
ENSMUSG00000111929.1,chr12,79151932,79150936
ENSMUSG00000021124.13,chr12,79172667,79156017
ENSMUSG00000091534.2,chr12,79163835,79163408
ENSMUSG00000091507.1,chr12,79168833,79168486
ENSMUSG00000066441.14,chr12,79192293,79174337
ENSMUSG00000021123.12,chr12,79222665,79208914
ENSMUSG00000066440.5,chr12,79296304,79232346
ENSMUSG00000059060.15,chr12,79814690,79297282
ENSMUSG00000112765.1,chr12,79936264,79917019
ENSMUSG00000112646.1,chr12,79939639,79939165
ENSMUSG00000112292.1,chr12,79979851,79979428
ENSMUSG00000111933.1,chr12,80081434,80018415
ENSMUSG00000112386.1,chr12,80101172,80091367
ENSMUSG00000021127.7,chr12,80113013,80107754
ENSMUSG00000097417.1,chr12,80113000,80108034
ENSMUSG00000112545.1,chr12,80117199,80115863
ENSMUSG00000097729.2,chr12,80132844,80120546
ENSMUSG00000015143.15,chr12,80260371,80167547
ENSMUSG00000112830.1,chr12,80191428,80190160
ENSMUSG00000112852.1,chr12,80211916,80209243
ENSMUSG00000112336.1,chr12,80260557,80259443
ENSMUSG00000049106.7,chr12,80436601,80335848
ENSMUSG00000088158.1,chr12,80391751,80391613
ENSMUSG00000105972.1,chr12,80391677,80391613
ENSMUSG00000112285.1,chr12,80391737,80391614
ENSMUSG00000112278.1,chr12,80435936,80435209
ENSMUSG00000032705.9,chr12,80500227,80463095
ENSMUSG00000112701.1,chr12,80517954,80507206
ENSMUSG00000097801.1,chr12,80518916,80509951
ENSMUSG00000021130.8,chr12,80630972,80518277
ENSMUSG00000112421.1,chr12,80597140,80583011
ENSMUSG00000112606.1,chr12,80613614,80613296
ENSMUSG00000089074.1,chr12,80622933,80622830
ENSMUSG00000112047.1,chr12,80629558,80629294
ENSMUSG00000021131.14,chr12,80644341,80634022
ENSMUSG00000112288.1,chr12,80637371,80635992
ENSMUSG00000048833.9,chr12,80683342,80643883
ENSMUSG00000112263.1,chr12,80649211,80648637
ENSMUSG00000044062.7,chr12,80692466,80686370
ENSMUSG00000066438.6,chr12,80724214,80692591
ENSMUSG00000062961.7,chr12,80760687,80754043
ENSMUSG00000097575.2,chr12,80762793,80758406
ENSMUSG00000112093.1,chr12,80790343,80787944
ENSMUSG00000021133.9,chr12,80880835,80790510
ENSMUSG00000097369.1,chr12,80887674,80885549
ENSMUSG00000065115.1,chr12,80911583,80911477
ENSMUSG00000101912.1,chr12,80924449,80923432
ENSMUSG00000112880.1,chr12,80945396,80942673
ENSMUSG00000021134.17,chr12,80950507,80945504
ENSMUSG00000021135.8,chr12,80968705,80953183
ENSMUSG00000021136.13,chr12,81186414,81026808
ENSMUSG00000092673.1,chr12,81166234,81166151
ENSMUSG00000079055.10,chr12,81333180,81197915
ENSMUSG00000098128.1,chr12,81243258,81228284
ENSMUSG00000021139.17,chr12,81532905,81358860
ENSMUSG00000091803.7,chr12,81485127,81359026
ENSMUSG00000067224.3,chr12,81373221,81372213
ENSMUSG00000072974.4,chr12,81379464,81376991
ENSMUSG00000049246.5,chr12,81400123,81399812
ENSMUSG00000072972.3,chr12,81421946,81419443
ENSMUSG00000099478.1,chr12,81497015,81492199
ENSMUSG00000090935.10,chr12,81532911,81497941
ENSMUSG00000088651.1,chr12,81501360,81501240
ENSMUSG00000091587.1,chr12,81533358,81532035
ENSMUSG00000091947.1,chr12,81557458,81532968
ENSMUSG00000008438.3,chr12,81568474,81558584
ENSMUSG00000002679.14,chr12,81595008,81573557
ENSMUSG00000090244.1,chr12,81589640,81587799
ENSMUSG00000089806.1,chr12,81589870,81589435
ENSMUSG00000042734.6,chr12,81667557,81631249
ENSMUSG00000113184.1,chr12,81720052,81717830
ENSMUSG00000042724.8,chr12,81781175,81721010
ENSMUSG00000113303.1,chr12,81783031,81781358
ENSMUSG00000113950.1,chr12,81853031,81827799
ENSMUSG00000021140.9,chr12,82000924,81860023
ENSMUSG00000113622.1,chr12,82000919,82000268
ENSMUSG00000064714.1,chr12,82150563,82150468
ENSMUSG00000113746.1,chr12,82169105,82168850
ENSMUSG00000042700.16,chr12,82451786,82169320
ENSMUSG00000094374.2,chr12,82496537,82495388
ENSMUSG00000091668.3,chr12,82544190,82543636
ENSMUSG00000084705.1,chr12,82585460,82585358
ENSMUSG00000021219.16,chr12,83162056,82588292
ENSMUSG00000104848.1,chr12,82772456,82772320
ENSMUSG00000077630.1,chr12,82772456,82772321
ENSMUSG00000100890.1,chr12,82939155,82932520
ENSMUSG00000102249.1,chr12,82961157,82959847
ENSMUSG00000102029.1,chr12,83098874,83063392
ENSMUSG00000104380.1,chr12,83122116,83121315
ENSMUSG00000103387.1,chr12,83123155,83122214
ENSMUSG00000021221.15,chr12,83487716,83213745
ENSMUSG00000113664.1,chr12,83505579,83505082
ENSMUSG00000021222.9,chr12,83541920,83520466
ENSMUSG00000042628.8,chr12,83597222,83546558
ENSMUSG00000097703.1,chr12,83621174,83620210
ENSMUSG00000113431.1,chr12,83621069,83620680
ENSMUSG00000010608.15,chr12,83683123,83631236
ENSMUSG00000099708.1,chr12,83633833,83631834
ENSMUSG00000019969.14,chr12,83735199,83688152
ENSMUSG00000114050.1,chr12,83731457,83730062
ENSMUSG00000113881.1,chr12,83743037,83742762
ENSMUSG00000113999.1,chr12,83759346,83758944
ENSMUSG00000021223.13,chr12,83792382,83763634
ENSMUSG00000021224.15,chr12,83921934,83794034
ENSMUSG00000114150.1,chr12,83842087,83823455
ENSMUSG00000113141.1,chr12,83848391,83848050
ENSMUSG00000113423.1,chr12,83875882,83875115
ENSMUSG00000096953.2,chr12,83951355,83945209
ENSMUSG00000046791.8,chr12,83952951,83950608
ENSMUSG00000090843.2,chr12,83984852,83954499
ENSMUSG00000021226.7,chr12,83993873,83987861
ENSMUSG00000072949.6,chr12,84018371,84009490
ENSMUSG00000113844.1,chr12,84024087,84023808
ENSMUSG00000052392.5,chr12,84048601,84038379
ENSMUSG00000113475.1,chr12,84058613,84038935
ENSMUSG00000097762.1,chr12,84053807,84039469
ENSMUSG00000021228.15,chr12,84060402,84052144
ENSMUSG00000042540.12,chr12,84076020,84069325
ENSMUSG00000044515.5,chr12,84087641,84086999
ENSMUSG00000043487.4,chr12,84111349,84100654
ENSMUSG00000042523.12,chr12,84147498,84114366
ENSMUSG00000054383.2,chr12,84148489,84146131
ENSMUSG00000042507.15,chr12,84218881,84149176
ENSMUSG00000113776.1,chr12,84187806,84184536
ENSMUSG00000113052.1,chr12,84199580,84195969
ENSMUSG00000113094.1,chr12,84216137,84214365
ENSMUSG00000042962.5,chr12,84258973,84258331
ENSMUSG00000072946.12,chr12,84315832,84285232
ENSMUSG00000113529.1,chr12,84317076,84313854
ENSMUSG00000042472.11,chr12,84343723,84316852
ENSMUSG00000021234.9,chr12,84361833,84345309
ENSMUSG00000021235.13,chr12,84373796,84361657
ENSMUSG00000021236.16,chr12,84409029,84373857
ENSMUSG00000057265.13,chr12,84442887,84409071
ENSMUSG00000098134.1,chr12,84418578,84417196
ENSMUSG00000021238.11,chr12,84451004,84430717
ENSMUSG00000085793.2,chr12,84546145,84451422
ENSMUSG00000021239.12,chr12,84595457,84569762
ENSMUSG00000021240.6,chr12,84617413,84601464
ENSMUSG00000071235.12,chr12,84651455,84641019
ENSMUSG00000071234.3,chr12,84698831,84677277
ENSMUSG00000113317.1,chr12,84677604,84677300
ENSMUSG00000021242.9,chr12,84773152,84754562
ENSMUSG00000021241.7,chr12,84775088,84773251
ENSMUSG00000002020.15,chr12,84876532,84783212
ENSMUSG00000092130.2,chr12,84879755,84875769
ENSMUSG00000113079.1,chr12,84889276,84881824
ENSMUSG00000092006.1,chr12,84919238,84918148
ENSMUSG00000042350.13,chr12,84970900,84918148
ENSMUSG00000079645.2,chr12,84923512,84922542
ENSMUSG00000021243.14,chr12,84983303,84970897
ENSMUSG00000021244.15,chr12,85070515,84996321
ENSMUSG00000093629.1,chr12,85088228,85086374
ENSMUSG00000042320.17,chr12,85110759,85086385
ENSMUSG00000102935.1,chr12,85102347,85100778
ENSMUSG00000004789.10,chr12,85134845,85110833
ENSMUSG00000019235.9,chr12,85151264,85135249
ENSMUSG00000004791.7,chr12,85177790,85166635
ENSMUSG00000113681.1,chr12,85187805,85187514
ENSMUSG00000004788.11,chr12,85226628,85219481
ENSMUSG00000021245.15,chr12,85270599,85234520
ENSMUSG00000098263.1,chr12,85245985,85245923
ENSMUSG00000113568.1,chr12,85255927,85255527
ENSMUSG00000008822.15,chr12,85288438,85272398
ENSMUSG00000045064.4,chr12,85299358,85288591
ENSMUSG00000034290.9,chr12,85339362,85299514
ENSMUSG00000021248.9,chr12,85374847,85340614
ENSMUSG00000113072.1,chr12,85357177,85356584
ENSMUSG00000113752.1,chr12,85363645,85360493
ENSMUSG00000113488.1,chr12,85376632,85374117
ENSMUSG00000113940.1,chr12,85436249,85429110
ENSMUSG00000021250.13,chr12,85477273,85473890
ENSMUSG00000114163.1,chr12,85542280,85529598
ENSMUSG00000113165.1,chr12,85599191,85597019
ENSMUSG00000034271.16,chr12,85639878,85599027
ENSMUSG00000113249.1,chr12,85662868,85662442
ENSMUSG00000034266.6,chr12,85709087,85686669
ENSMUSG00000075973.1,chr12,85718595,85718477
ENSMUSG00000106297.1,chr12,85718563,85718503
ENSMUSG00000113464.1,chr12,85728719,85728457
ENSMUSG00000034258.4,chr12,85813585,85746539
ENSMUSG00000021252.11,chr12,85824550,85815448
ENSMUSG00000012609.19,chr12,86061893,85824659
ENSMUSG00000097902.2,chr12,85979021,85962598
ENSMUSG00000021253.7,chr12,86079041,86056745
ENSMUSG00000103301.1,chr12,86069779,86069173
ENSMUSG00000114051.1,chr12,86079754,86078644
ENSMUSG00000007867.9,chr12,86162459,86082541
ENSMUSG00000097543.1,chr12,86195102,86169341
ENSMUSG00000021254.9,chr12,86291784,86241858
ENSMUSG00000097488.1,chr12,86306006,86290761
ENSMUSG00000113230.1,chr12,86348097,86347977
ENSMUSG00000021255.17,chr12,86521628,86361117
ENSMUSG00000113369.1,chr12,86651662,86650573
ENSMUSG00000098423.1,chr12,86651254,86651170
ENSMUSG00000075832.1,chr12,86655231,86655125
ENSMUSG00000021256.5,chr12,86692091,86678700
ENSMUSG00000021257.14,chr12,86726460,86700502
ENSMUSG00000091942.1,chr12,86715444,86714986
ENSMUSG00000059114.8,chr12,86763797,86734369
ENSMUSG00000088403.1,chr12,86810258,86809957
ENSMUSG00000113555.1,chr12,86846467,86845778
ENSMUSG00000034168.7,chr12,86884798,86880701
ENSMUSG00000097208.1,chr12,86892567,86891404
ENSMUSG00000034157.12,chr12,86965362,86947043
ENSMUSG00000048483.6,chr12,86990430,86980763
ENSMUSG00000034145.14,chr12,87090043,87021340
ENSMUSG00000080443.1,chr12,87034861,87034766
ENSMUSG00000080868.1,chr12,87067591,87067477
ENSMUSG00000112966.1,chr12,87081676,87080656
ENSMUSG00000021032.13,chr12,87102539,87097531
ENSMUSG00000034126.5,chr12,87147968,87106861
ENSMUSG00000021033.11,chr12,87164723,87147165
ENSMUSG00000113918.1,chr12,87155486,87149475
ENSMUSG00000034111.6,chr12,87200454,87166237
ENSMUSG00000090812.8,chr12,87213541,87199723
ENSMUSG00000072919.4,chr12,87238732,87221040
ENSMUSG00000021038.17,chr12,87266256,87238868
ENSMUSG00000021037.7,chr12,87273998,87266479
ENSMUSG00000106561.1,chr12,87266933,87266858
ENSMUSG00000050671.12,chr12,87299705,87278638
ENSMUSG00000021036.10,chr12,87388355,87305058
ENSMUSG00000097667.1,chr12,87335655,87332488
ENSMUSG00000113648.1,chr12,87372315,87371992
ENSMUSG00000113767.1,chr12,87395548,87394444
ENSMUSG00000114103.1,chr12,87420985,87420511
ENSMUSG00000079036.10,chr12,87444017,87425840
ENSMUSG00000105428.1,chr12,87437757,87437679
ENSMUSG00000064938.1,chr12,87437817,87437682
ENSMUSG00000100306.1,chr12,87437816,87437684
ENSMUSG00000021040.15,chr12,87452206,87443896
ENSMUSG00000021039.9,chr12,87472274,87449075
ENSMUSG00000112943.1,chr12,87482836,87480108
ENSMUSG00000113372.1,chr12,87485800,87485143
ENSMUSG00000113805.1,chr12,87495155,87494721
ENSMUSG00000113323.1,chr12,87496363,87496093
ENSMUSG00000113614.1,chr12,87508264,87507772
ENSMUSG00000079034.2,chr12,87518266,87514316
ENSMUSG00000114187.1,chr12,87520870,87518272
ENSMUSG00000113474.1,chr12,87538304,87537905
ENSMUSG00000113803.1,chr12,87543251,87541202
ENSMUSG00000096576.2,chr12,87608850,87602688
ENSMUSG00000092019.4,chr12,87622955,87618869
ENSMUSG00000114059.1,chr12,87630401,87629993
ENSMUSG00000113206.1,chr12,87643442,87633281
ENSMUSG00000113489.1,chr12,87644620,87644118
ENSMUSG00000113912.1,chr12,87759375,87759158
ENSMUSG00000114074.1,chr12,87764316,87763959
ENSMUSG00000113280.1,chr12,87766303,87765449
ENSMUSG00000113129.1,chr12,87771954,87767802
ENSMUSG00000095724.1,chr12,87775755,87772425
ENSMUSG00000112949.1,chr12,87783915,87781143
ENSMUSG00000114101.1,chr12,87786943,87786283
ENSMUSG00000113201.1,chr12,87795946,87795512
ENSMUSG00000113815.1,chr12,87797144,87796883
ENSMUSG00000113127.1,chr12,87809024,87808537
ENSMUSG00000079031.1,chr12,87820676,87816577
ENSMUSG00000113991.1,chr12,87828118,87827710
ENSMUSG00000113685.1,chr12,87841162,87831002
ENSMUSG00000113951.1,chr12,87842339,87841837
ENSMUSG00000113011.1,chr12,87863967,87861366
ENSMUSG00000113286.1,chr12,87868203,87865785
ENSMUSG00000072905.5,chr12,87877859,87874072
ENSMUSG00000113025.1,chr12,87889640,87889167
ENSMUSG00000113971.1,chr12,87895804,87895370
ENSMUSG00000113452.1,chr12,87913545,87910965
ENSMUSG00000096619.1,chr12,87919857,87919423
ENSMUSG00000113748.1,chr12,87928008,87927534
ENSMUSG00000096276.9,chr12,87960683,87954080
ENSMUSG00000113103.1,chr12,87973757,87973529
ENSMUSG00000113481.1,chr12,87980224,87980012
ENSMUSG00000113854.1,chr12,87988959,87985619
ENSMUSG00000113533.1,chr12,87994707,87991489
ENSMUSG00000096049.1,chr12,88012282,88011848
ENSMUSG00000096803.1,chr12,88018771,88018337
ENSMUSG00000095717.1,chr12,88027438,88027004
ENSMUSG00000114109.1,chr12,88029757,88028811
ENSMUSG00000113658.1,chr12,88036798,88036540
ENSMUSG00000113401.1,chr12,88041949,88040682
ENSMUSG00000113180.1,chr12,88044712,88044383
ENSMUSG00000113089.1,chr12,88046502,88046286
ENSMUSG00000113838.1,chr12,88058299,88058081
ENSMUSG00000113720.1,chr12,88061479,88059093
ENSMUSG00000113938.1,chr12,88064775,88064368
ENSMUSG00000113419.1,chr12,88067407,88066543
ENSMUSG00000113783.1,chr12,88073195,88072937
ENSMUSG00000114075.1,chr12,88084131,88083697
ENSMUSG00000106721.1,chr12,88087404,88085311
ENSMUSG00000071207.4,chr12,88089976,88089134
ENSMUSG00000114108.1,chr12,88108356,88108000
ENSMUSG00000113677.1,chr12,88111161,88110840
ENSMUSG00000113374.1,chr12,88113141,88112927
ENSMUSG00000113187.1,chr12,88124884,88124666
ENSMUSG00000113400.1,chr12,88128067,88125689
ENSMUSG00000113083.1,chr12,88131351,88130947
ENSMUSG00000113348.1,chr12,88139793,88139363
ENSMUSG00000114060.1,chr12,88156251,88153674
ENSMUSG00000066027.7,chr12,88182108,88175589
ENSMUSG00000114191.1,chr12,88222617,88220556
ENSMUSG00000113793.1,chr12,88225944,88225537
ENSMUSG00000113564.1,chr12,88248705,88248544
ENSMUSG00000095799.1,chr12,88250100,88249666
ENSMUSG00000113801.1,chr12,88259385,88258913
ENSMUSG00000114145.1,chr12,88270614,88270365
ENSMUSG00000079029.2,chr12,88274500,88270640
ENSMUSG00000113133.1,chr12,88282770,88280358
ENSMUSG00000094635.2,chr12,88287069,88284538
ENSMUSG00000112979.1,chr12,88305189,88302813
ENSMUSG00000114020.1,chr12,88308447,88308040
ENSMUSG00000113829.1,chr12,88318674,88317528
ENSMUSG00000093847.2,chr12,88324026,88320122
ENSMUSG00000113583.1,chr12,88329682,88329254
ENSMUSG00000113942.1,chr12,88333125,88331039
ENSMUSG00000113617.1,chr12,88335475,88334624
ENSMUSG00000113376.1,chr12,88338820,88338439
ENSMUSG00000113490.1,chr12,88340774,88339911
ENSMUSG00000113826.1,chr12,88342689,88342539
ENSMUSG00000113861.1,chr12,88354686,88353313
ENSMUSG00000113903.1,chr12,88360257,88359357
ENSMUSG00000021044.15,chr12,88461724,88360554
ENSMUSG00000113434.1,chr12,88377323,88365314
ENSMUSG00000113087.1,chr12,88442254,88434113
ENSMUSG00000113578.1,chr12,88504209,88503768
ENSMUSG00000113213.1,chr12,88590437,88588616
ENSMUSG00000113538.1,chr12,88631878,88629764
ENSMUSG00000114001.1,chr12,88706819,88631356
ENSMUSG00000113997.1,chr12,88665399,88632269
ENSMUSG00000066392.11,chr12,90334935,88722876
ENSMUSG00000103136.1,chr12,89255361,89253452
ENSMUSG00000098757.1,chr12,89298583,89298442
ENSMUSG00000080680.1,chr12,89431401,89431336
ENSMUSG00000114153.1,chr12,89658101,89655723
ENSMUSG00000113055.1,chr12,90072373,90068099
ENSMUSG00000113884.1,chr12,90367678,90364252
ENSMUSG00000113539.1,chr12,90398662,90393903
ENSMUSG00000113001.1,chr12,90408824,90399667
ENSMUSG00000113023.1,chr12,90492109,90491625
ENSMUSG00000114032.1,chr12,90588645,90587571
ENSMUSG00000007682.6,chr12,90738438,90724552
ENSMUSG00000097157.2,chr12,90869235,90738201
ENSMUSG00000097071.2,chr12,90969798,90753208
ENSMUSG00000064548.1,chr12,90801735,90801619
ENSMUSG00000089439.1,chr12,90815325,90815197
ENSMUSG00000113806.1,chr12,90938382,90938235
ENSMUSG00000113747.1,chr12,90971518,90969949
ENSMUSG00000084566.1,chr12,90981547,90981225
ENSMUSG00000061533.16,chr12,91384409,90998492
ENSMUSG00000085004.2,chr12,91079907,91045848
ENSMUSG00000106091.1,chr12,91123363,91123252
ENSMUSG00000114086.1,chr12,91143648,91142787
ENSMUSG00000113983.1,chr12,91160273,91159861
ENSMUSG00000113239.1,chr12,91324225,91323669
ENSMUSG00000020963.15,chr12,91549808,91384563
ENSMUSG00000099750.1,chr12,91482842,91482053
ENSMUSG00000020962.14,chr12,91590487,91555262
ENSMUSG00000080365.1,chr12,91573572,91573430
ENSMUSG00000113943.1,chr12,91617677,91615896
ENSMUSG00000020961.15,chr12,91788387,91633009
ENSMUSG00000090722.8,chr12,91686113,91674812
ENSMUSG00000086689.1,chr12,91693590,91684665
ENSMUSG00000077096.1,chr12,91791674,91791610
ENSMUSG00000020964.14,chr12,91849157,91806043
ENSMUSG00000113721.1,chr12,91871830,91870143
ENSMUSG00000113676.1,chr12,91873643,91872965
ENSMUSG00000066389.1,chr12,91891273,91890896
ENSMUSG00000098159.1,chr12,91969577,91968399
ENSMUSG00000112953.1,chr12,92009175,92008604
ENSMUSG00000113236.1,chr12,92012411,92010419
ENSMUSG00000113643.1,chr12,92161439,92160893
ENSMUSG00000114085.1,chr12,92219974,92219377
ENSMUSG00000113499.1,chr12,92473961,92473142
ENSMUSG00000113194.1,chr12,92998151,92997765
ENSMUSG00000113164.1,chr12,93444823,93416458
ENSMUSG00000112982.1,chr12,93716745,93716420
ENSMUSG00000065303.1,chr12,93746662,93746502
ENSMUSG00000098931.1,chr12,93927464,93927338
ENSMUSG00000094935.2,chr12,93928670,93927993
ENSMUSG00000113818.1,chr12,94001981,94001287
ENSMUSG00000113215.1,chr12,94059701,94059010
ENSMUSG00000113414.1,chr12,94758503,94757575
ENSMUSG00000113139.1,chr12,94814481,94814075
ENSMUSG00000114132.1,chr12,94915682,94914480
ENSMUSG00000112262.1,chr12,95325319,95324907
ENSMUSG00000064972.1,chr12,95378951,95378845
ENSMUSG00000064412.1,chr12,95619924,95619818
ENSMUSG00000112769.1,chr12,95684727,95684196
ENSMUSG00000047414.6,chr12,95785215,95692226
ENSMUSG00000112756.1,chr12,95726255,95724956
ENSMUSG00000112067.1,chr12,95735409,95734110
ENSMUSG00000059695.4,chr12,96047120,96046767
ENSMUSG00000112024.1,chr12,96229363,96229152
ENSMUSG00000084568.1,chr12,96256237,96255941
ENSMUSG00000112658.1,chr12,96293214,96292422
ENSMUSG00000112040.1,chr12,96663247,96662314
ENSMUSG00000043483.4,chr12,96923058,96922423
ENSMUSG00000112635.1,chr12,97102464,97098706
ENSMUSG00000112598.1,chr12,97315853,97312849
