"gene_id","chromosome","end","start","Cpg_number","Gene_length","gene_name","var_dim"
"ENSMUSG00000107159.1","chr5",93740783,93738095,"14",2689,"RP23-57N5.1","genebody"
"ENSMUSG00000107160.1","chr5",76410505,76410353,"4",153,"RP24-186A17.1","genebody"
"ENSMUSG00000107161.1","chr5",33256362,33255317,"13",1046,"RP24-406N3.3","genebody"
"ENSMUSG00000107162.1","chr5",75050036,75048478,"12",1559,"RP23-382I10.3","genebody"
"ENSMUSG00000107163.1","chr1",187091160,187088159,"25",3002,"RP23-438D3.3","genebody"
"ENSMUSG00000107164.1","chr5",149443581,149441860,"37",1722,"RP23-375E13.6","genebody"
"ENSMUSG00000107165.1","chr5",74577276,74575946,"9",1331,"RP24-245O20.1","genebody"
"ENSMUSG00000107167.3","chr2",34839728,34833006,"82",6723,"RP23-446N16.6","genebody"
"ENSMUSG00000107168.1","chr5",36621255,36618700,"21",2556,"RP23-463H10.1","genebody"
"ENSMUSG00000107169.1","chr17",24186287,24163864,"343",22424,"RP23-27H19.7","genebody"
"ENSMUSG00000107171.1","chr5",73045154,73041776,"31",3379,"RP23-300K5.1","genebody"
"ENSMUSG00000107172.1","chr5",116502716,116501373,"32",1344,"RP23-312N12.2","genebody"
"ENSMUSG00000107173.1","chr5",53920214,53918443,"7",1772,"RP24-196M24.3","genebody"
"ENSMUSG00000107176.1","chr6",66875743,66875320,"14",424,"RP23-263B18.4","genebody"
"ENSMUSG00000107177.1","chr6",18111961,18110141,"11",1821,"RP23-275N13.1","genebody"
"ENSMUSG00000107178.1","chr5",150566358,150562310,"30",4049,"RP24-333I1.5","genebody"
"ENSMUSG00000107179.1","chr5",120805623,120777795,"251",27829,"RP24-547J21.4","genebody"
"ENSMUSG00000107180.1","chr5",87486806,87460239,"131",26568,"RP23-227D7.10","genebody"
"ENSMUSG00000107181.1","chr7",43096419,43078050,"122",18370,"RP23-367H8.3","genebody"
"ENSMUSG00000107182.1","chr5",53909218,53905163,"23",4056,"RP24-196M24.2","genebody"
"ENSMUSG00000107183.1","chr5",79508511,79507400,"5",1112,"RP24-187F3.3","genebody"
"ENSMUSG00000107184.1","chr6",3319916,3318529,"12",1388,"RP23-253G12.3","genebody"
"ENSMUSG00000107185.1","chr6",3182984,3182629,"24",356,"RP24-328P2.7","genebody"
"ENSMUSG00000107187.1","chr5",94772066,94769618,"16",2449,"RP23-432M17.5","genebody"
"ENSMUSG00000107189.1","chr6",24595238,24594529,"10",710,"RP23-392I2.4","genebody"
"ENSMUSG00000107191.1","chr5",120627621,120626314,"50",1308,"RP23-297M4.4","genebody"
"ENSMUSG00000107192.1","chr5",75147107,75110320,"388",36788,"RP23-55P22.3","genebody"
"ENSMUSG00000107193.1","chr5",43038236,43026547,"69",11690,"RP24-560A18.4","genebody"
"ENSMUSG00000107194.1","chr5",93093351,93092758,"37",594,"RP24-470E5.3","genebody"
"ENSMUSG00000107195.1","chr5",65494015,65493095,"27",921,"RP23-477N9.6","genebody"
"ENSMUSG00000107197.1","chr5",32462293,32459827,"31",2467,"RP23-262J12.3","genebody"
"ENSMUSG00000107198.1","chr5",91283421,91257570,"133",25852,"RP23-258C6.2","genebody"
"ENSMUSG00000107199.1","chr5",117521658,117520698,"16",961,"RP23-429P17.1","genebody"
"ENSMUSG00000107200.1","chr5",91958962,91957999,"11",964,"RP23-442L7.3","genebody"
"ENSMUSG00000107201.1","chr5",30899580,30897299,"26",2282,"RP23-113M20.4","genebody"
"ENSMUSG00000107203.1","chr6",85939215,85938438,"20",778,"RP23-345O17.6","genebody"
"ENSMUSG00000107204.1","chr6",99896845,99884399,"133",12447,"RP23-191I2.1","genebody"
"ENSMUSG00000107205.1","chr5",75023081,75020235,"21",2847,"RP23-382I10.1","genebody"
"ENSMUSG00000107206.1","chr5",67874234,67872881,"6",1354,"RP23-130C18.3","genebody"
"ENSMUSG00000107207.1","chr5",130898613,130896501,"11",2113,"RP23-323D23.1","genebody"
"ENSMUSG00000107208.1","chr5",69170248,69168671,"7",1578,"RP23-319P12.6","genebody"
"ENSMUSG00000107209.1","chr5",74249616,74249147,"5",470,"RP23-422P4.3","genebody"
"ENSMUSG00000107211.1","chr5",32420972,32420002,"24",971,"RP23-262J12.1","genebody"
"ENSMUSG00000107212.1","chr6",25047298,25046502,"11",797,"RP23-339M5.2","genebody"
"ENSMUSG00000107213.1","chr5",95664998,95662304,"6",2695,"RP23-23P3.1","genebody"
"ENSMUSG00000107214.3","chr5",149864280,149847746,"211",16535,"RP23-346P15.3","genebody"
"ENSMUSG00000107215.1","chr6",3339354,3336771,"23",2584,"RP23-253G12.9","genebody"
"ENSMUSG00000107216.1","chr5",130131824,130131326,"9",499,"RP23-353L10.2","genebody"
"ENSMUSG00000107217.1","chr6",19278843,19247898,"151",30946,"RP23-179A12.2","genebody"
"ENSMUSG00000107218.1","chr5",90924902,90922731,"21",2172,"RP23-307P18.3","genebody"
"ENSMUSG00000107219.1","chr6",127768905,127767541,"77",1365,"RP23-42M8.10","genebody"
"ENSMUSG00000107220.1","chr5",32186079,32185496,"3",584,"RP23-415E17.3","genebody"
"ENSMUSG00000107222.1","chr6",3334958,3334632,"7",327,"RP23-253G12.10","genebody"
"ENSMUSG00000107223.1","chr6",24838123,24837293,"2",831,"RP24-255M7.1","genebody"
"ENSMUSG00000107225.1","chr5",117133248,117130322,"76",2927,"RP23-376H8.2","genebody"
"ENSMUSG00000107226.1","chr5",81252690,81249248,"15",3443,"RP24-248M2.5","genebody"
"ENSMUSG00000107227.1","chr5",34473195,34469663,"17",3533,"RP23-429E19.4","genebody"
"ENSMUSG00000107230.1","chr6",86001926,85961622,"382",40305,"RP23-345O17.5","genebody"
"ENSMUSG00000107232.1","chr5",77468851,77465487,"49",3365,"RP24-89O12.3","genebody"
"ENSMUSG00000107233.1","chr6",3190902,3190690,"8",213,"RP24-328P2.8","genebody"
"ENSMUSG00000107234.1","chr5",69182113,69181082,"2",1032,"RP23-319P12.5","genebody"
"ENSMUSG00000107237.1","chr5",116813828,116811230,"24",2599,"RP23-280O16.1","genebody"
"ENSMUSG00000107238.1","chr5",77318937,77318654,"3",284,"RP24-439P5.3","genebody"
"ENSMUSG00000107240.1","chr5",115429475,115427217,"46",2259,"RP24-132L16.13","genebody"
"ENSMUSG00000107241.1","chr5",151693926,151685810,"75",8117,"RP24-211L21.3","genebody"
"ENSMUSG00000107243.1","chr6",127368479,127367946,"4",534,"RP23-387P23.8","genebody"
"ENSMUSG00000107244.1","chr5",43379637,43376446,"32",3192,"RP24-230L5.5","genebody"
"ENSMUSG00000107245.1","chr5",75155335,75154884,"19",452,"RP23-55P22.5","genebody"
"ENSMUSG00000107246.1","chr5",34706831,34679522,"102",27310,"RP23-44L13.1","genebody"
"ENSMUSG00000107247.1","chr5",93771800,93770299,"3",1502,"RP23-173B14.4","genebody"
"ENSMUSG00000107248.1","chr5",33437464,33436624,"11",841,"RP24-94L5.3","genebody"
"ENSMUSG00000107251.1","chr5",75740205,75737881,"40",2325,"RP24-273B9.1","genebody"
"ENSMUSG00000107252.1","chr16",8683911,8680769,"32",3143,"RP24-183G19.6","genebody"
"ENSMUSG00000107253.1","chr6",127657925,127644439,"95",13487,"RP23-42M8.2","genebody"
"ENSMUSG00000107254.1","chr5",65915946,65911623,"54",4324,"RP23-42O8.9","genebody"
"ENSMUSG00000107255.1","chr5",74093151,74092136,"30",1016,"CH25-194I22.4","genebody"
"ENSMUSG00000107256.1","chr5",114842075,114838874,"23",3202,"RP24-297N9.13","genebody"
"ENSMUSG00000107257.1","chr5",67989007,67988526,"7",482,"RP23-387L12.3","genebody"
"ENSMUSG00000107258.2","chr5",75141558,75141347,"1",212,"Olfr1401-ps1","genebody"
"ENSMUSG00000107259.1","chr5",41854201,41853309,"14",893,"RP24-188B2.2","genebody"
"ENSMUSG00000107261.1","chr5",91738079,91737704,"22",376,"Trmt112-ps1","genebody"
"ENSMUSG00000107262.1","chr5",150447347,150446781,"21",567,"RP24-333I1.2","genebody"
"ENSMUSG00000107263.1","chr5",115904294,115902429,"65",1866,"RP23-265I19.2","genebody"
"ENSMUSG00000107265.1","chr5",31137344,31135752,"58",1593,"AC109608.8","genebody"
"ENSMUSG00000107266.1","chr5",67366599,67360386,"90",6214,"RP24-353A8.2","genebody"
"ENSMUSG00000107270.1","chr3",60343093,60342357,"8",737,"Tgif1-ps","genebody"
"ENSMUSG00000107271.3","chr5",149393596,149367635,"346",25962,"AC114420.2","genebody"
"ENSMUSG00000107272.1","chr5",73391102,73380559,"125",10544,"RP23-153H17.7","genebody"
"ENSMUSG00000107276.1","chr5",38136097,38134393,"25",1705,"RP24-535K22.2","genebody"
"ENSMUSG00000107277.1","chr5",32611805,32607019,"150",4787,"RP23-149A1.6","genebody"
"ENSMUSG00000107278.1","chr6",85682864,85679276,"30",3589,"RP24-478I22.8","genebody"
"ENSMUSG00000107279.1","chr5",149871409,149868747,"28",2663,"RP23-346P15.4","genebody"
"ENSMUSG00000107280.1","chr8",69453565,69427979,"127",25587,"RP23-468H22.1","genebody"
"ENSMUSG00000107282.1","chr6",22623693,22622917,"2",777,"RP23-369P2.2","genebody"
"ENSMUSG00000107283.3","chr5",31154251,31140653,"133",13599,"Mpv17","genebody"
"ENSMUSG00000107284.1","chr5",66719919,66718369,"20",1551,"RP23-352L15.1","genebody"
"ENSMUSG00000107285.1","chr5",94954134,94951536,"25",2599,"RP24-85B14.2","genebody"
"ENSMUSG00000107286.1","chr5",118605132,118602715,"19",2418,"RP24-122N24.2","genebody"
"ENSMUSG00000107287.1","chr5",34327530,34309211,"184",18320,"RP23-201D22.5","genebody"
"ENSMUSG00000107288.1","chr5",115353155,115349129,"61",4027,"RP24-132L16.11","genebody"
"ENSMUSG00000107289.1","chr5",68277796,68277471,"4",326,"RP24-224K15.1","genebody"
"ENSMUSG00000107290.1","chr5",66971585,66969428,"14",2158,"RP24-383P24.2","genebody"
"ENSMUSG00000107291.1","chr5",69556882,69556556,"14",327,"RP24-351E22.2","genebody"
"ENSMUSG00000107292.1","chr5",73308577,73308058,"5",520,"RP23-153H17.6","genebody"
"ENSMUSG00000107295.1","chr5",130960035,130958922,"1",1114,"RP23-323D23.2","genebody"
"ENSMUSG00000107296.1","chr5",135123293,135122409,"8",885,"RP23-240H6.1","genebody"
"ENSMUSG00000107299.1","chr6",18793114,18792850,"1",265,"RP23-148L8.1","genebody"
"ENSMUSG00000107300.1","chr5",66691393,66688881,"43",2513,"RP23-472J13.3","genebody"
"ENSMUSG00000107301.1","chr5",91913403,91911399,"29",2005,"RP23-442L7.2","genebody"
"ENSMUSG00000107303.1","chr6",22760584,22759398,"4",1187,"RP24-241H23.1","genebody"
"ENSMUSG00000107304.1","chr5",66072895,66069500,"54",3396,"RP24-351O18.5","genebody"
"ENSMUSG00000107305.1","chr13",53414830,53403949,"62",10882,"RP23-340E6.3","genebody"
"ENSMUSG00000107306.1","chr5",74989066,74985855,"58",3212,"RP23-382I10.2","genebody"
"ENSMUSG00000107307.1","chr5",37297780,37297629,"2",152,"RP23-339H11.3","genebody"
"ENSMUSG00000107308.1","chr5",79440214,79440196,"0",19,"RP24-318J14.1","genebody"
"ENSMUSG00000107309.1","chr5",78540891,78540527,"1",365,"RP23-135B1.1","genebody"
"ENSMUSG00000107310.1","chr6",36959888,36956801,"34",3088,"RP23-151F20.5","genebody"
"ENSMUSG00000107312.1","chr5",69277570,69275720,"7",1851,"RP23-319P12.1","genebody"
"ENSMUSG00000107313.1","chr5",149184226,149183182,"33",1045,"RP23-408A1.8","genebody"
"ENSMUSG00000107314.1","chr5",149430682,149368475,"804",62208,"RP23-375E13.1","genebody"
"ENSMUSG00000107315.1","chr5",94436925,94434356,"18",2570,"RP23-432M17.3","genebody"
"ENSMUSG00000107316.1","chr5",32548317,32547935,"4",383,"RP23-149A1.7","genebody"
"ENSMUSG00000107317.1","chr5",149287868,149282751,"95",5118,"WI1-1993I8.1","genebody"
"ENSMUSG00000107318.1","chr5",134822967,134747041,"963",75927,"RP23-315E2.1","genebody"
"ENSMUSG00000107319.1","chr5",67261262,67259970,"69",1293,"RP24-353A8.1","genebody"
"ENSMUSG00000107320.1","chr6",28226170,28219166,"58",7005,"RP23-23C4.5","genebody"
"ENSMUSG00000107322.1","chr5",134920640,134919787,"11",854,"RP23-201C9.3","genebody"
"ENSMUSG00000107325.1","chr18",44825059,44821768,"18",3292,"RP23-342A15.2","genebody"
"ENSMUSG00000107326.1","chr5",151668136,151668048,"0",89,"RP24-211L21.2","genebody"
"ENSMUSG00000107327.1","chr5",117059392,117058811,"10",582,"RP23-73P16.2","genebody"
"ENSMUSG00000107331.1","chr5",73312560,73311363,"12",1198,"RP23-153H17.5","genebody"
"ENSMUSG00000107333.1","chr3",39217846,39217560,"3",287,"RP23-49O22.2","genebody"
"ENSMUSG00000107334.1","chr5",119200018,119194483,"69",5536,"RP23-316P20.1","genebody"
"ENSMUSG00000107335.1","chr5",135010108,135007092,"109",3017,"RP23-38B15.1","genebody"
"ENSMUSG00000107336.1","chr5",147428733,147427737,"14",997,"RP24-544J6.5","genebody"
"ENSMUSG00000107337.1","chr5",91789481,91788597,"2",885,"RP24-266G11.4","genebody"
"ENSMUSG00000107340.1","chr5",114716120,114715553,"16",568,"RP23-3M10.11","genebody"
"ENSMUSG00000107341.1","chr6",35336825,35330845,"64",5981,"RP23-338E5.5","genebody"
"ENSMUSG00000107344.1","chr15",12031927,12031564,"5",364,"RP24-105K16.2","genebody"
"ENSMUSG00000107346.1","chr5",93697721,93694993,"19",2729,"RP23-388L12.3","genebody"
"ENSMUSG00000107348.1","chr5",95283192,95280461,"16",2732,"RP23-320H13.5","genebody"
"ENSMUSG00000107349.1","chr6",19120777,19119468,"12",1310,"RP23-18G14.1","genebody"
"ENSMUSG00000107350.1","chr5",91074773,91051870,"192",22904,"RP23-42K10.4","genebody"
"ENSMUSG00000107351.1","chr2",36069289,36066117,"41",3173,"RP23-169L4.6","genebody"
"ENSMUSG00000107352.1","chr5",31569072,31560811,"86",8262,"RP24-80F7.3","genebody"
"ENSMUSG00000107353.1","chr5",115436644,115436065,"25",580,"RP24-132L16.14","genebody"
"ENSMUSG00000107354.1","chr5",92191917,92191359,"5",559,"RP23-321C24.2","genebody"
"ENSMUSG00000107355.1","chr5",31571397,31569594,"26",1804,"RP24-80F7.5","genebody"
"ENSMUSG00000107356.1","chr5",93411860,93410761,"7",1100,"RP23-388L12.2","genebody"
"ENSMUSG00000107357.1","chr5",95428628,95425934,"14",2695,"RP23-320H13.3","genebody"
"ENSMUSG00000107358.1","chr6",33434619,33433007,"6",1613,"RP23-4H14.1","genebody"
"ENSMUSG00000107359.1","chr6",40523215,40522803,"4",413,"RP24-503P15.7","genebody"
"ENSMUSG00000107360.1","chr5",150022743,150022478,"10",266,"RP23-301H20.1","genebody"
"ENSMUSG00000107362.1","chr5",65543680,65541928,"12",1753,"RP23-403P24.1","genebody"
"ENSMUSG00000107363.1","chr5",69220290,69217420,"7",2871,"RP23-319P12.4","genebody"
"ENSMUSG00000107364.1","chr5",118710079,118707401,"37",2679,"RP23-155F13.3","genebody"
"ENSMUSG00000107365.1","chr6",39242541,39240113,"29",2429,"RP24-173B18.1","genebody"
"ENSMUSG00000107368.1","chr6",126825177,126822376,"43",2802,"RP23-222G22.5","genebody"
"ENSMUSG00000107369.1","chr5",116633564,116632907,"12",658,"Gstm2-ps1","genebody"
"ENSMUSG00000107370.1","chr6",85635161,85632863,"16",2299,"RP23-27D8.2","genebody"
"ENSMUSG00000107371.1","chr5",118996996,118994560,"28",2437,"RP24-372H3.3","genebody"
"ENSMUSG00000107373.1","chr5",73017685,73015198,"43",2488,"AC108848.6","genebody"
"ENSMUSG00000107374.1","chr5",93093130,93090993,"65",2138,"RP24-470E5.2","genebody"
"ENSMUSG00000107375.1","chr5",81536672,81535725,"16",948,"RP24-74E24.5","genebody"
"ENSMUSG00000107376.1","chr5",95066307,95063575,"11",2733,"RP23-365E3.3","genebody"
"ENSMUSG00000107377.1","chr6",27443953,27441088,"9",2866,"RP23-414I9.1","genebody"
"ENSMUSG00000107378.1","chr6",127168094,127167574,"5",521,"RP23-387P23.5","genebody"
"ENSMUSG00000107379.1","chr6",127126155,127122965,"46",3191,"RP23-8L20.6","genebody"
"ENSMUSG00000107380.1","chr6",3112864,3107476,"10",5389,"Vmn1r-ps6","genebody"
"ENSMUSG00000107383.1","chr7",116825851,116824509,"34",1343,"RP24-246N21.1","genebody"
"ENSMUSG00000107384.1","chr5",150082795,150067257,"145",15539,"RP23-301H20.2","genebody"
"ENSMUSG00000107385.3","chr5",67477632,67463896,"169",13737,"RP24-103L16.5","genebody"
"ENSMUSG00000107386.1","chr5",75399372,75387774,"101",11599,"RP23-149H20.3","genebody"
"ENSMUSG00000107387.1","chr5",151259264,151252304,"60",6961,"RP24-343A12.4","genebody"
"ENSMUSG00000107388.1","chr5",149153540,149144262,"130",9279,"RP23-408A1.4","genebody"
"ENSMUSG00000107389.1","chr6",126990873,126990595,"7",279,"RP23-8L20.8","genebody"
"ENSMUSG00000107390.1","chr5",66084466,66080208,"85",4259,"RP24-351O18.4","genebody"
"ENSMUSG00000107392.1","chr5",93856107,93843775,"63",12333,"RP23-57N5.3","genebody"
"ENSMUSG00000107394.1","chr6",7777681,7766393,"89",11289,"RP24-491O22.3","genebody"
"ENSMUSG00000107395.1","chr6",114789777,114789389,"7",389,"RP23-149L20.3","genebody"
"ENSMUSG00000107396.2","chr6",135684527,135658912,"188",25616,"RP24-353J16.1","genebody"
"ENSMUSG00000107397.1","chr6",91210044,91207215,"20",2830,"RP24-239L16.4","genebody"
"ENSMUSG00000107398.1","chr6",143135289,143135086,"7",204,"RP23-91C8.3","genebody"
"ENSMUSG00000107399.2","chr10",129930481,129925157,"139",5325,"Olfr1544-ps1","genebody"
"ENSMUSG00000107400.1","chr10",129622612,129622197,"4",416,"Olfr797-ps1","genebody"
"ENSMUSG00000107401.1","chr6",82888709,82887515,"22",1195,"RP23-238I17.5","genebody"
"ENSMUSG00000107402.1","chr6",148215731,148212252,"49",3480,"RP23-285C21.7","genebody"
"ENSMUSG00000107403.1","chr6",14390051,14389480,"5",572,"RP23-393L24.1","genebody"
"ENSMUSG00000107404.1","chr6",109386922,109386474,"2",449,"RP24-446B12.2","genebody"
"ENSMUSG00000107405.1","chr6",148712269,148701997,"62",10273,"RP24-336O24.2","genebody"
"ENSMUSG00000107406.1","chr6",71544114,71543191,"31",924,"RP23-402P24.5","genebody"
"ENSMUSG00000107407.1","chr6",140132508,140132066,"5",443,"RP23-78J15.4","genebody"
"ENSMUSG00000107408.1","chr6",73471021,73436985,"290",34037,"RP23-430N1.1","genebody"
"ENSMUSG00000107409.1","chr6",85092778,85092234,"1",545,"RP23-100J14.10","genebody"
"ENSMUSG00000107410.1","chr6",85529920,85529451,"4",470,"RP23-27D8.3","genebody"
"ENSMUSG00000107411.1","chr6",114743259,114738533,"81",4727,"RP23-149L20.1","genebody"
"ENSMUSG00000107412.1","chr6",81992413,81984320,"107",8094,"RP23-436D14.6","genebody"
"ENSMUSG00000107413.1","chr7",3265192,3264348,"30",845,"CAAA01096603.1","genebody"
"ENSMUSG00000107414.1","chr6",45307386,45306123,"4",1264,"RP24-229C13.3","genebody"
"ENSMUSG00000107415.1","chr6",116982427,116982018,"6",410,"RP23-432A17.1","genebody"
"ENSMUSG00000107416.1","chr6",42726022,42725590,"2",433,"RP24-420O24.4","genebody"
"ENSMUSG00000107417.2","chr11",49527199,49519647,"31",7553,"Olfr1383","genebody"
"ENSMUSG00000107418.1","chr6",50610682,50608636,"84",2047,"RP23-198D7.5","genebody"
"ENSMUSG00000107419.1","chr6",81715232,81675945,"283",39288,"RP23-206K5.1","genebody"
"ENSMUSG00000107420.1","chr6",145145397,145142156,"53",3242,"RP24-216M19.5","genebody"
"ENSMUSG00000107421.1","chr6",101915939,101913272,"6",2668,"RP23-227G6.1","genebody"
"ENSMUSG00000107422.1","chr6",12658956,12608995,"377",49962,"RP24-423A5.1","genebody"
"ENSMUSG00000107423.1","chr10",129988330,129988141,"1",190,"RP24-140M19.7","genebody"
"ENSMUSG00000107424.1","chr6",64879128,64878458,"4",671,"RP23-109E8.1","genebody"
"ENSMUSG00000107425.1","chr6",128658266,128658109,"4",158,"RP23-205D10.7","genebody"
"ENSMUSG00000107427.1","chr6",101198013,101059170,"1392",138844,"RP23-25K2.2","genebody"
"ENSMUSG00000107428.1","chr6",116632945,116630221,"25",2725,"RP24-171J16.3","genebody"
"ENSMUSG00000107429.2","chr6",115842525,115824498,"182",18028,"RP23-5D6.6","genebody"
"ENSMUSG00000107430.1","chr17",53700472,53699705,"10",768,"Pp2d1-ps","genebody"
"ENSMUSG00000107431.1","chr6",57848312,57845585,"12",2728,"RP24-243E15.4","genebody"
"ENSMUSG00000107432.1","chr6",88883177,88882654,"11",524,"RP23-82I13.8","genebody"
"ENSMUSG00000107433.1","chr6",45328665,45326401,"10",2265,"RP24-229C13.2","genebody"
"ENSMUSG00000107434.1","chr6",117423617,117420576,"23",3042,"RP23-408I12.1","genebody"
"ENSMUSG00000107435.1","chr6",94349924,94349533,"4",392,"RP24-398M13.2","genebody"
"ENSMUSG00000107436.1","chr6",87174009,87171943,"10",2067,"RP24-108G5.4","genebody"
"ENSMUSG00000107438.1","chr6",121626465,121625711,"4",755,"RP23-111F17.1","genebody"
"ENSMUSG00000107439.1","chr6",58972234,58964873,"54",7362,"RP24-492L15.6","genebody"
"ENSMUSG00000107440.1","chr6",73225064,73223049,"24",2016,"RP23-64I9.2","genebody"
"ENSMUSG00000107441.1","chr6",73608673,73586108,"130",22566,"RP23-338O19.1","genebody"
"ENSMUSG00000107442.1","chr6",46416285,46413755,"16",2531,"RP24-276E19.1","genebody"
"ENSMUSG00000107443.1","chr6",142971313,142970661,"5",653,"RP24-392D22.2","genebody"
"ENSMUSG00000107445.1","chr6",103167953,103167800,"0",154,"RP23-462B3.1","genebody"
"ENSMUSG00000107446.1","chr6",71106511,71105605,"10",907,"RP24-92L16.4","genebody"
"ENSMUSG00000107447.1","chr6",50600240,50599868,"8",373,"RP23-198D7.4","genebody"
"ENSMUSG00000107448.1","chr6",101345850,101344891,"21",960,"RP23-296N5.2","genebody"
"ENSMUSG00000107449.1","chr6",59039322,59036888,"28",2435,"RP24-492L15.7","genebody"
"ENSMUSG00000107450.1","chr6",4391241,4390919,"1",323,"RP23-56M2.8","genebody"
"ENSMUSG00000107451.1","chr6",90479686,90478465,"11",1222,"RP23-370A2.7","genebody"
"ENSMUSG00000107452.1","chr14",26563076,26562278,"7",799,"Klf17-ps","genebody"
"ENSMUSG00000107453.1","chr6",82694822,82680131,"118",14692,"RP24-356D15.3","genebody"
"ENSMUSG00000107454.1","chr6",46489117,46486642,"6",2476,"RP23-112F6.2","genebody"
"ENSMUSG00000107455.1","chr6",113046148,113044034,"33",2115,"RP24-204J8.6","genebody"
"ENSMUSG00000107456.1","chr6",141344387,141340552,"17",3836,"RP23-387H1.3","genebody"
"ENSMUSG00000107457.1","chr6",48997653,48995223,"22",2431,"RP23-235P6.10","genebody"
"ENSMUSG00000107458.1","chr6",108525687,108519028,"72",6660,"RP24-266P6.8","genebody"
"ENSMUSG00000107459.1","chr6",10172854,10171791,"12",1064,"RP24-289M9.1","genebody"
"ENSMUSG00000107460.1","chr6",71466062,71463310,"19",2753,"RP24-419M4.3","genebody"
"ENSMUSG00000107461.1","chr6",100259227,100256707,"8",2521,"RP23-406J21.4","genebody"
"ENSMUSG00000107462.1","chr6",141138576,141138046,"17",531,"RP23-97L11.3","genebody"
"ENSMUSG00000107463.1","chr6",52297851,52297123,"4",729,"RP23-329P9.14","genebody"
"ENSMUSG00000107464.1","chr6",131104337,131084230,"118",20108,"RP23-134A10.11","genebody"
"ENSMUSG00000107465.1","chr6",43767310,43766564,"11",747,"RP23-272K20.3","genebody"
"ENSMUSG00000107466.1","chr6",132974805,132974376,"2",430,"RP23-24A9.4","genebody"
"ENSMUSG00000107467.1","chr6",75188168,75187666,"9",503,"RP23-174N23.2","genebody"
"ENSMUSG00000107468.1","chr2",38865533,38862162,"17",3372,"RP23-334M3.7","genebody"
"ENSMUSG00000107469.1","chr6",43187696,43187170,"3",527,"Olfr436-ps1","genebody"
"ENSMUSG00000107470.1","chr7",3181888,3181092,"42",797,"CAAA01093177.1","genebody"
"ENSMUSG00000107471.1","chr6",123150169,123150075,"1",95,"RP23-267E11.6","genebody"
"ENSMUSG00000107472.1","chr6",88353606,88353141,"3",466,"RP23-333I12.1","genebody"
"ENSMUSG00000107473.1","chr6",77986568,77984515,"5",2054,"RP24-571G22.1","genebody"
"ENSMUSG00000107474.1","chr6",114062247,114062195,"0",53,"RP24-236K6.3","genebody"
"ENSMUSG00000107475.1","chr6",107881685,107881072,"4",614,"RP23-234C22.1","genebody"
"ENSMUSG00000107476.2","chr6",48534832,48504336,"404",30497,"Zfp862-ps","genebody"
"ENSMUSG00000107477.1","chr6",134892067,134889773,"19",2295,"RP23-45G16.11","genebody"
"ENSMUSG00000107478.1","chr6",124756021,124739188,"395",16834,"RP24-297C1.14","genebody"
"ENSMUSG00000107479.1","chr6",66465738,66451948,"100",13791,"RP23-111G16.8","genebody"
"ENSMUSG00000107480.1","chr7",3491079,3489610,"7",1470,"RP24-483J20.2","genebody"
"ENSMUSG00000107481.1","chr6",48756368,48755337,"5",1032,"RP24-315D19.4","genebody"
"ENSMUSG00000107482.2","chr7",43463587,43444127,"192",19461,"RP23-74K24.2","genebody"
"ENSMUSG00000107483.1","chr6",77695773,77692978,"16",2796,"RP23-140M6.2","genebody"
"ENSMUSG00000107484.1","chr6",63160965,63160274,"5",692,"RP23-216B19.2","genebody"
"ENSMUSG00000107486.1","chr6",41059886,41059393,"7",494,"Trbv4","genebody"
"ENSMUSG00000107487.1","chr6",140057589,140056400,"30",1190,"RP23-78J15.6","genebody"
"ENSMUSG00000107488.1","chr6",50910735,50909769,"11",967,"RP23-376H18.1","genebody"
"ENSMUSG00000107489.1","chr6",115159931,115159096,"11",836,"RP23-97D19.5","genebody"
"ENSMUSG00000107490.1","chr6",65214972,65213571,"6",1402,"RP23-263D5.9","genebody"
"ENSMUSG00000107491.1","chr2",37489444,37488674,"4",771,"RP23-321B3.8","genebody"
"ENSMUSG00000107492.1","chr6",130477028,130453068,"146",23961,"RP23-451F7.8","genebody"
"ENSMUSG00000107493.1","chr6",7541314,7540953,"1",362,"RP24-162P19.2","genebody"
"ENSMUSG00000107494.1","chr6",56652487,56581202,"455",71286,"RP23-15K8.1","genebody"
"ENSMUSG00000107495.1","chr6",128693783,128691072,"59",2712,"RP24-97D9.3","genebody"
"ENSMUSG00000107496.1","chr6",107632549,107627773,"27",4777,"RP23-388D3.1","genebody"
"ENSMUSG00000107497.1","chr6",116337949,116335232,"29",2718,"RP23-441J16.4","genebody"
"ENSMUSG00000107498.1","chr6",80051329,80048675,"14",2655,"RP24-257M4.1","genebody"
"ENSMUSG00000107499.1","chr6",83108394,83101600,"153",6795,"Ccdc142","genebody"
"ENSMUSG00000107500.1","chr6",13461957,13461461,"8",497,"RP24-539M22.2","genebody"
"ENSMUSG00000107501.1","chr6",109126162,109125684,"8",479,"RP23-348F12.1","genebody"
"ENSMUSG00000107502.1","chr6",97151720,97148193,"83",3528,"RP24-194N1.2","genebody"
"ENSMUSG00000107503.1","chr6",128588025,128585624,"34",2402,"RP23-214M22.10","genebody"
"ENSMUSG00000107504.3","chr9",122844035,122822775,"184",21261,"RP23-438P19.4","genebody"
"ENSMUSG00000107505.1","chr6",128448398,128447083,"19",1316,"RP23-214M22.9","genebody"
"ENSMUSG00000107506.1","chr6",122414397,122414103,"2",295,"RP23-21F2.7","genebody"
